,m/z,I,RelInt,S/N,Res.
1041,183.0887,1739802,0.001355624966390963,8.3,789144
1042,183.10269,1639711,0.0012776357132971983,7.7,664129
1043,183.11388,4922786,0.003835753497122031,27.1,608912
1044,183.13817,1116202,0.000869726152019325,4.6,658133
1045,183.13907,1155882,0.0009006441522667057,4.9,839232
1046,183.15664,1070768,0.0008343247300626845,4.4,763333
1047,183.16292,1045042,0.0008142794560111695,4.2,1013980
1048,183.20305,1087103,0.0008470526921100878,4.5,652174
1049,183.22176,1009220,0.0007863675456063894,4.0,916215
1050,183.22315,1148357,0.0008947807966250338,4.8,761296
1051,183.27576,1056118,0.0008229096921689313,4.3,581729
1052,183.2802,1106263,0.0008619818474714742,4.6,863557
1053,183.29504,1021532,0.000795960852537986,4.1,869090
1054,183.33246,1116776,0.0008701734033333873,4.6,887020
1055,183.4079,1108288,0.0008635596940062763,4.6,707569
1056,183.40861,1049984,0.0008181301807395605,4.2,959199
1057,183.41633,1054275,0.000821473657026393,4.3,538743
1058,183.42892,1112455,0.0008668065515423357,4.6,569862
1059,183.4612,1062801,0.0008281169753255151,4.3,830265
1060,183.56165,1186353,0.0009243866519022385,5.0,770129
1061,183.62611,1106886,0.0008624672787757616,4.6,963607
1062,183.63673,1082057,0.0008431209323004034,4.4,874806
1063,183.81903,1028868,0.0008016769425030764,4.1,533137
1064,183.83391,1056265,0.0008230242321396058,4.3,717711
1065,183.88901,1129115,0.0008797877482187814,4.7,651020
1066,183.91662,1113252,0.0008674275607710947,4.6,841439
1067,184.01414,1033795,0.0008055159794793578,4.1,963449
1068,184.01548,1179075,0.0009187157545786388,5.0,802284
1069,184.04037,3642060,0.0028378329632302245,19.5,593157
1070,184.05297,3422160,0.00266649051730283,18.2,708816
1071,184.05962,1171794,0.0009130425197046171,5.0,820180
1072,184.06151,1614994,0.0012583766353709254,7.6,597644
1073,184.07275,9892566,0.0077081239424201045,56.3,647394
1074,184.07683,1147095,0.0008937974670808758,4.8,871161
1075,184.07877,1046680,0.0008155557585415429,4.2,645124
1076,184.0897,1049564,0.0008178029236804905,4.2,649991
1077,184.1027,1200608,0.0009354939123237709,5.1,756453
1078,184.10915,6319330,0.004923917502602827,35.3,693085
1079,184.19967,1107903,0.0008632597083687954,4.6,667131
1080,184.20271,1086720,0.0008467542648395548,4.5,588130
1081,184.20814,1014594,0.0007905548775955383,4.0,718453
1082,184.21032,1110787,0.0008655068735077432,4.6,809639
1083,184.27116,1095318,0.0008534536843488034,4.5,758605
1084,184.2775,1262168,0.0009834604469817537,5.5,606464
1085,184.41131,1025604,0.0007991336876440177,4.1,851213
1086,184.41362,1039557,0.0008100056346564093,4.2,664156
1087,184.44806,1031760,0.000803930341109816,4.1,961921
1088,184.46122,1138004,0.000886713910118957,4.8,788962
1089,184.52378,1099177,0.000856460553374878,4.5,799555
1090,184.60108,1015170,0.0007910036872765487,4.0,886158
1091,184.60343,1054723,0.0008218227312227343,4.3,874853
1092,184.7084,1102757,0.0008592500302117133,4.5,576677
1093,184.71352,1066087,0.0008306773722210015,4.3,654697
1094,184.7328,1026477,0.0007998139148167989,4.1,988936
1095,184.89064,1061601,0.0008271819551567435,4.3,620099
1096,184.94759,1210036,0.0009428400541164198,5.2,625948
1097,184.99147,1104450,0.0008605691878331551,4.5,654399
1098,185.00481,1023878,0.0007977888169679345,4.1,911327
1099,185.02439,11714573,0.009127801686289292,66.8,649257
1100,185.04817,1084437,0.0008449753889684669,4.4,1132978
1101,185.05675,4316184,0.0033630992434410425,23.4,660266
1102,185.0608,9528345,0.007424328958344972,54.0,622850
1103,185.07607,1086238,0.0008463786984050982,4.4,988576
1104,185.09314,3256612,0.0025374982515529968,17.2,705063
1105,185.09722,1325349,0.001032690038051052,5.8,724131
1106,185.11827,2536748,0.0019765921192425014,12.9,628939
1107,185.15979,1051513,0.0008193215522712703,4.2,724318
1108,185.16336,1150075,0.0008961194338333252,4.8,768149
1109,185.16594,1274683,0.0009932119281585675,5.5,708830
1110,185.20143,1059079,0.0008252168544353752,4.3,613451
1111,185.26775,1094877,0.0008531100644367797,4.5,801122
1112,185.32815,1126129,0.0008774611063654881,4.7,794441
1113,185.40616,1091083,0.0008501538423365137,4.5,1011155
1114,185.44473,1067224,0.0008315633038309124,4.3,599126
1115,185.4573,1013596,0.0007897772524885099,4.0,741138
1116,185.63134,1023446,0.0007974522097071768,4.1,900258
1117,185.75131,1041662,0.0008116458158691295,4.2,754957
1118,185.75582,1037823,0.0008086545305125345,4.1,787250
1119,185.76053,1025729,0.0007992310855782647,4.1,465455
1120,185.79268,1035915,0.0008071678484441875,4.1,890192
1121,185.82526,1113302,0.0008674665199447937,4.6,616144
1122,185.9638,1143237,0.000890791377238275,4.8,656676
1123,186.01959,3046487,0.002373772324083721,15.9,677507
1124,186.03225,6559580,0.00511111633222564,36.6,593719
1125,186.0408,1109982,0.0008648796308111923,4.6,664741
1126,186.04191,1024863,0.0007985563126898011,4.1,717574
1127,186.04763,1100129,0.0008572023360421035,4.5,898697
1128,186.05602,4310628,0.00335877010005963,23.4,627789
1129,186.06414,1572198,0.0012250306994186346,7.3,682701
1130,186.06861,2006120,0.0015631355508133908,9.8,783233
1131,186.08896,1095150,0.0008533227815251753,4.5,965551
1132,186.12474,9327994,0.007268218770150342,52.8,665118
1133,186.20595,1060758,0.0008265251034881814,4.3,894717
