,m/z,I,RelInt,S/N,Res.
3973,302.52257,1985962,0.0013328985739118808,7.1,426785
3974,302.52658,1676716,0.0011253449790354665,5.7,482426
3975,302.53014,1574574,0.0010567913379605077,5.3,408915
3976,302.5408,1550005,0.001040301603986524,5.2,383899
3977,302.55897,1608640,0.0010796550799751497,5.4,390178
3978,302.97814,1752512,0.0011762162345319085,6.1,480731
3979,302.9965,1704907,0.0011442656551094044,5.9,501256
3980,303.00408,2597840,0.001743566710365677,9.8,405167
3981,303.01469,28662230,0.01923694687619115,125.5,413494
3982,303.02026,1353946,0.0009087146141535918,4.3,471200
3983,303.02242,3728859,0.0025026616035042372,14.8,450161
3984,303.02598,3871198,0.0025981938695355325,15.5,415777
3985,303.02793,1299423,0.0008721209487433789,4.1,452088
3986,303.02997,8436192,0.005662035973521556,35.7,415781
3987,303.03284,4088290,0.002743897371016265,16.4,437416
3988,303.03405,2020066,0.001355787820012607,7.3,405769
3989,303.03586,2939876,0.00197312764689242,11.3,428984
3990,303.03845,2475493,0.001661452278255497,9.3,442552
3991,303.04054,2043878,0.0013717694857453804,7.4,350743
3992,303.04347,1656296,0.0011116398885658197,5.6,498319
3993,303.05105,42629612,0.02861129721576586,187.4,404343
3994,303.05368,2599407,0.0017446184183365846,9.8,403543
3995,303.06133,2214387,0.001486208333487251,8.1,499195
3996,303.06231,6816244,0.004574791414455772,28.5,429617
3997,303.06626,6519286,0.00437548503562691,27.2,395398
3998,303.07026,1628921,0.0010932668791825396,5.5,441506
3999,303.07206,6374906,0.00427858293170881,26.6,393794
4000,303.07476,1364475,0.0009157812594794933,4.4,460292
4001,303.07978,1295358,0.0008693926826924916,4.0,412931
4002,303.0834,2265601,0.0015205811299276275,8.4,454783
4003,303.08726,22190596,0.01489344396451427,96.8,391604
4004,303.09849,4900362,0.003288927744565088,20.0,414653
4005,303.10254,1324300,0.0008888174000466796,4.2,374206
4006,303.10837,9925136,0.006661355866971004,42.3,404663
4007,303.11971,2841111,0.001906840513678186,10.9,482149
4008,303.12367,11645465,0.007815972154069777,50.0,405253
4009,303.12702,1518619,0.0010192365712010031,5.0,575843
4010,303.14487,12454438,0.008358922602282388,53.6,397459
4011,303.15631,1562157,0.0010484575422522997,5.2,539883
4012,303.16018,5894704,0.003956290480498953,24.5,403153
4013,303.18136,9318973,0.006254523410832293,39.6,413326
4014,303.19637,1392454,0.0009345596495994858,4.5,362154
4015,303.21762,3820115,0.0025639089950761315,15.2,463873
4016,303.23283,1932380,0.0012969364702123407,6.9,498001
4017,303.53049,1862419,0.0012499814342501977,6.6,382735
4018,303.54859,1772319,0.0011895099038234018,6.2,492569
4019,303.55267,1388577,0.0009319575616587014,4.5,482845
4020,303.986,1359917,0.0009127221114696673,4.3,497841
4021,304.00122,2518582,0.0016903718983949001,9.5,422685
4022,304.00421,1971256,0.0013230284925971588,7.0,483614
4023,304.00977,4599868,0.003087248143410043,18.7,436815
4024,304.01182,3826237,0.002568017837576385,15.3,377608
4025,304.01793,2516545,0.001689004745148736,9.5,445668
4026,304.02237,5436483,0.003648750800768687,22.4,423724
4027,304.025,2123333,0.0014250965162677007,7.7,480703
4028,304.02777,1498183,0.0010055207421687945,4.9,523682
4029,304.03013,2702920,0.0018140922199910677,10.3,423983
4030,304.03299,1928778,0.001294518951315589,6.9,372358
4031,304.03767,6834253,0.00458687833777937,28.6,407053
4032,304.04056,3223630,0.00216357202696706,12.6,350286
4033,304.04625,14433362,0.009687097550987346,62.3,403677
4034,304.04817,1416019,0.0009503755387727094,4.6,456644
4035,304.05437,5795927,0.0038899952933627966,24.0,406087
4036,304.05755,1902169,0.0012766600506149608,6.7,372492
4037,304.05884,4907098,0.0032934486794036558,20.1,390055
4038,304.06156,3320923,0.002228871212425598,13.0,457575
4039,304.06429,1318493,0.0008849199729968637,4.1,457003
4040,304.06746,1645919,0.0011046752595842565,5.6,370155
4041,304.0696,2253921,0.0015127419792574281,8.3,391856
4042,304.07415,4376675,0.00293744989379242,17.7,412727
4043,304.07709,1522789,0.0010220353090687028,5.1,373477
4044,304.08267,11549800,0.007751765617351913,49.5,419437
4045,304.09083,4144238,0.0027814474396546485,16.7,394121
4046,304.09384,2533999,0.0017007191745834673,9.5,430049
4047,304.09531,1343600,0.000901770791136992,4.3,499778
4048,304.09787,1333106,0.0008947276364166946,4.2,439650
4049,304.10398,1603190,0.0010759972571024964,5.4,510885
4050,304.11224,1536123,0.0010309845586437406,5.1,396992
4051,304.11903,4365439,0.002929908738233313,17.7,418357
