,m/z,I,I %,Res.,S/N
1973,222.34395,5534536,0.1,689597,4.7
1974,222.3502,5828774,0.1,1049568,5.1
1975,222.35175,5509638,0.1,594759,4.7
1976,222.36009,5631800,0.1,818675,4.9
1977,222.36429,5348785,0.1,713217,4.5
1978,222.37869,5173196,0.1,1449269,4.3
1979,222.39007,5928783,0.1,751802,5.2
1980,222.42239,5679191,0.1,770870,4.9
1981,222.42619,5527656,0.1,809544,4.7
1982,222.43194,5834857,0.1,1032248,5.1
1983,222.44018,5611675,0.1,843235,4.8
1984,222.4414,5755329,0.1,470569,5.0
1985,222.46019,6167680,0.1,1000814,5.6
1986,222.46306,6174225,0.1,904824,5.6
1987,222.4712,5404979,0.1,1073363,4.6
1988,222.47729,7111828,0.1,912154,6.8
1989,222.48318,5121902,0.1,823862,4.2
1990,222.51497,5171422,0.1,1070990,4.2
1991,222.52159,4984303,0.1,1000089,4.0
1992,222.55031,5067655,0.1,1337263,4.1
1993,222.57587,5032477,0.1,792747,4.1
1994,222.5813,6198975,0.1,720930,5.6
1995,222.62079,5979257,0.1,1024886,5.3
1996,222.62438,5760490,0.1,808996,5.0
1997,222.62913,5347435,0.1,1148606,4.5
1998,222.63,4986027,0.1,1033784,4.0
1999,222.63732,5325445,0.1,845882,4.4
2000,222.63857,5169709,0.1,1098407,4.2
2001,222.6435,5172655,0.1,923418,4.2
2002,222.64766,4999040,0.1,784998,4.0
2003,222.65803,5021571,0.1,1221937,4.1
2004,222.66436,5160564,0.1,1039808,4.2
2005,222.66954,5430374,0.1,361487,4.6
2006,222.68005,7259081,0.1,826020,7.0
2007,222.68975,5050067,0.1,698280,4.1
2008,222.70496,5299647,0.1,675964,4.4
2009,222.72909,6822038,0.1,899350,6.4
2010,222.73483,5733000,0.1,994255,5.0
2011,222.75108,5176732,0.1,1112694,4.3
2012,222.75577,5486253,0.1,851757,4.7
2013,222.75974,5334990,0.1,1385862,4.5
2014,222.76078,5437503,0.1,505343,4.6
2015,222.76436,5336288,0.1,935904,4.5
2016,222.77127,5251378,0.1,982304,4.4
2017,222.77607,6389523,0.1,1183232,5.8
2018,222.77981,5491444,0.1,925989,4.7
2019,222.78989,5001955,0.1,785372,4.0
2020,222.80323,5371195,0.1,1162056,4.5
2021,222.80513,5814651,0.1,953658,5.1
2022,222.81103,5487917,0.1,952597,4.7
2023,222.8195,5214367,0.1,567699,4.3
2024,222.82009,5498623,0.1,1087480,4.7
2025,222.82196,5381792,0.1,1191276,4.5
2026,222.82811,6115250,0.1,935166,5.5
2027,222.83201,4990099,0.1,505499,4.0
2028,222.83962,6204933,0.1,996455,5.6
2029,222.84392,5187526,0.1,1032001,4.3
2030,222.84988,5790760,0.1,1149646,5.1
2031,222.85044,5983896,0.1,810512,5.3
2032,222.8625,5351852,0.1,1021499,4.5
2033,222.86657,5295005,0.1,429459,4.4
2034,222.88845,5405619,0.1,899007,4.6
2035,222.89203,7368084,0.1,1003176,7.1
2036,222.89622,5203349,0.1,1015491,4.3
2037,222.89674,5928278,0.1,1077049,5.2
2038,222.89951,5607518,0.1,837673,4.8
2039,222.90255,5105527,0.1,1433834,4.2
2040,222.9229,6234509,0.1,729733,5.6
2041,222.92779,6504959,0.1,1040544,6.0
2042,222.93263,5467000,0.1,800786,4.6
2043,222.93421,5140529,0.1,763919,4.2
2044,222.93605,7091121,0.1,987809,6.8
2045,222.95711,5195808,0.1,771741,4.3
2046,222.96016,5045896,0.1,1460288,4.1
2047,222.96575,6643786,0.1,802361,6.2
2048,222.98233,5529759,0.1,1026329,4.7
2049,222.98961,5364689,0.1,1202782,4.5
2050,222.99383,5328531,0.1,1007245,4.5
2051,222.99946,5061636,0.1,1103074,4.1
2052,223.02482,8414300,0.1,959162,8.5
2053,223.03469,6509791,0.1,886902,6.0
2054,223.03583,5024976,0.1,1157753,4.1
2055,223.04007,7789857,0.1,938324,7.7
2056,223.0612,6002183,0.1,510600,5.3
2057,223.06379,5626328,0.1,982381,4.8
2058,223.07253,5546683,0.1,1169840,4.7
2059,223.08686,6133168,0.1,1282979,5.5
2060,223.09529,5249250,0.1,1177183,4.3
2061,223.09761,7952947,0.1,1174288,7.9
2062,223.11763,5813721,0.1,898137,5.1
2063,223.12628,5319100,0.1,1269646,4.4
2064,223.13397,19794207,0.2,1016511,23.4
2065,223.14956,5313924,0.1,1154121,4.4
2066,223.15475,6088117,0.1,850707,5.4
2067,223.16175,6221192,0.1,1012143,5.6
2068,223.17037,6284474,0.1,507340,5.7
2069,223.20052,5059788,0.1,759341,4.1
2070,223.20677,14137782,0.2,1048840,16.0
2071,223.20779,4983159,0.1,1067917,4.0
2072,223.21513,5479385,0.1,1236718,4.7
2073,223.22378,5323676,0.1,734895,4.4
2074,223.22756,5609605,0.1,440050,4.8
2075,223.2375,5261168,0.1,746799,4.4
