	peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
2527	4717	594.1009660369999	0.00038662836455218014	0.017274841520715227	18.0	O14	H22_C29_O14	0	29	22	14	0	0
2528	4725	596.022716037	0.0014825672910436015	0.017839924243884003	24.0	O14	H12_C30_O14	0	30	12	14	0	0
2529	4733	596.116556037	0.00046336376515032266	-0.08355916210578276	17.0	O14	H24_C29_O14	0	29	24	14	0	0
2530	4736	597.026056037	0.0005115693373209507	-0.007046593558694239	24.0	O14	H12_C29_13C_O14	0	30	12	14	0	0
2531	4741	598.038346037	0.0017363843853297654	-0.0157866130779877	23.0	O14	H14_C30_O14	0	30	14	14	0	0
2532	4748	599.041716037	0.0006256886510310089	0.009546914426119909	23.0	O14	H14_C29_13C_O14	0	30	14	14	0	0
2533	4754	600.053966037	0.0010251062490162126	-0.06585241038707114	22.0	O14	H16_C30_O14	0	30	16	14	0	0
2534	4783	604.085266037	0.0005764992916732252	-0.06565794957859214	20.0	O14	H20_C30_O14	0	30	20	14	0	0
2535	4806	608.022726037	0.0011470958602235164	0.033934586970078014	25.0	O14	H12_C31_O14	0	31	12	14	0	0
2536	4812	609.026046037	0.0003895797261136472	-0.02332740944010835	25.0	O14	H12_C30_13C_O14	0	31	12	14	0	0
2537	4816	610.038336037	0.0015160160554068946	-0.03186848891453788	24.0	O14	H14_C31_O14	0	31	14	14	0	0
2538	4823	611.041766037	0.0005292775066897529	0.09118689275449024	24.0	O14	H14_C30_13C_O14	0	31	14	14	0	0
2539	4830	612.054036037	0.0012248150480088148	0.04980769362862722	23.0	O14	H16_C31_O14	0	31	16	14	0	0
2540	4840	614.069656037	0.0009198410199905557	0.0006693051343110098	22.0	O14	H18_C31_O14	0	31	18	14	0	0
2541	4849	616.085346037	0.0005843695891704707	0.06547307178499719	21.0	O14	H20_C31_O14	0	31	20	14	0	0
2542	4861	618.100936037	0.0004004013851723596	-0.0319316779050625	20.0	O14	H22_C31_O14	0	31	22	14	0	0
2543	4867	620.022716037	0.0006601212025814576	0.017149371832208066	26.0	O14	H12_C32_O14	0	32	12	14	0	0
2544	4869	620.116576037	0.00040433653392098223	-0.04807321904027455	19.0	O14	H24_C31_O14	0	31	24	14	0	0
2545	4874	622.038356037	0.00123957185581615	0.0008986584101147281	25.0	O14	H14_C32_O14	0	32	14	14	0	0
2546	4881	624.054006037	0.0010959389264914212	0.0007771763054904887	24.0	O14	H16_C32_O14	0	32	16	14	0	0
2547	4886	625.0573260369999	0.0004318825751613411	-0.05496295856473656	24.0	O14	H16_C31_13C_O14	0	32	16	14	0	0
2548	4889	626.069646037	0.0008116244294034316	-0.015316187363243557	23.0	O14	H18_C32_O14	0	32	18	14	0	0
2549	4907	630.100956037	0.0004486069573429876	0.000417393347262731	21.0	O14	H22_C32_O14	0	32	22	14	0	0
2550	4911	632.022716037	0.0005155044860695733	0.016823762551458024	27.0	O14	H12_C33_O14	0	33	12	14	0	0
2551	4920	636.054006037	0.0009041004249960648	0.0007625138466782358	25.0	O14	H16_C33_O14	0	33	16	14	0	0
2552	4927	638.069706037	0.0007319376672438218	0.07900547461210443	24.0	O14	H18_C33_O14	0	33	18	14	0	0
2553	4943	646.038356037	0.0007319376672438218	0.0008652737021616942	27.0	O14	H14_C34_O14	0	34	14	14	0	0
2554	4948	648.053976037	0.0007358728159924447	-0.045544045932094726	26.0	O14	H16_C34_O14	0	34	16	14	0	0
2555	4957	652.085286037	0.0005164882732567292	-0.03015403109096869	24.0	O14	H20_C34_O14	0	34	20	14	0	0
2556	4962	654.100906037	0.000326617346135684	-0.07603872671823178	23.0	O14	H22_C34_O14	0	34	22	14	0	0
2557	4973	660.054026037	0.0007250511569337323	0.031035338212140412	27.0	O14	H16_C35_O14	0	35	16	14	0	0
2558	4977	662.069616037	0.0006689752872658588	-0.05979582672296194	26.0	O14	H18_C35_O14	0	35	18	14	0	0
2559	4987	666.100926037	0.000377774279867779	-0.044643384830622114	24.0	O14	H22_C35_O14	0	35	22	14	0	0
2560	4992	672.054026037	0.0006384778844640328	0.03048118029608445	28.0	O14	H16_C36_O14	0	36	16	14	0	0
2561	4997	676.085366037	0.0003797418542420904	0.0892446472994183	26.0	O14	H20_C36_O14	0	36	20	14	0	0
2562	5004	680.116566037	0.00042499606485125134	-0.058535553981666114	24.0	O14	H24_C36_O14	0	36	24	14	0	0
2563	5007	684.054056037	0.0004643475523374784	0.0738026469235008	29.0	O14	H16_C37_O14	0	37	16	14	0	0
2564	5011	688.085286037	0.0005538721863686449	-0.02857639944950892	27.0	O14	H20_C37_O14	0	37	20	14	0	0
2565	5016	692.116596037	0.0003787580670549346	-0.014175357133923696	25.0	O14	H24_C37_O14	0	37	24	14	0	0
2566	2822	426.97405603699997	0.0003728553439320007	0.07348221642094613	12.0	O15	H6_C14_13C_O15	0	15	6	15	0	0
2567	3010	440.989716037	0.003108767511411932	0.0936552452546136	12.0	O15	H8_C15_13C_O15	0	16	8	15	0	0
2568	3957	514.095906037	0.000326617346135684	0.06929251818323495	10.0	O15	H22_C21_O15	0	21	22	15	0	0
2569	4003	518.033306037	0.00032071462301274983	0.0693372405814827	15.0	O15	H14_C22_O15	0	22	14	15	0	0
2570	4106	526.095856037	0.00034334172831733043	-0.02732771966453653	11.0	O15	H22_C22_O15	0	22	22	15	0	0
2571	4149	530.033276037	0.00036892019518337794	0.01116722326609362	16.0	O15	H14_C23_O15	0	23	14	15	0	0
2572	4175	532.048966037	0.00032760113332283965	0.08616688119253145	15.0	O15	H16_C23_O15	0	23	16	15	0	0
2573	4198	534.064616037	0.00034137415394301906	0.08570311258934503	14.0	O15	H18_C23_O15	0	23	18	15	0	0
2574	4223	536.0802560369999	0.0005125531245081063	0.06658891022736478	13.0	O15	H20_C23_O15	0	23	20	15	0	0
2575	4237	538.0019860369999	0.00032563355894852817	0.029864202110500993	19.0	O15	H10_C24_O15	0	24	10	15	0	0
2576	4243	538.0959160369999	0.00043876908547143086	0.08478599938360737	12.0	O15	H22_C23_O15	0	23	22	15	0	0
2577	4262	540.111536037	0.0003758067054934677	0.02878849814679245	11.0	O15	H24_C23_O15	0	23	24	15	0	0
2578	4319	546.064516037	0.0003984338107980482	-0.09930877847594698	15.0	O15	H18_C24_O15	0	24	18	15	0	0
2579	4339	548.0802060369999	0.00038170942861640174	-0.026096545334047108	14.0	O15	H20_C24_O15	0	24	20	15	0	0
2580	4354	550.0019860369999	0.00034039036675586335	0.029212621871839994	20.0	O15	H10_C25_O15	0	25	10	15	0	0
2581	4364	550.0958760369999	0.0005263261451282858	0.010221854476073143	13.0	O15	H22_C24_O15	0	24	22	15	0	0
2582	4382	552.111556037	0.0005096017629466394	0.06438735003596223	12.0	O15	H24_C24_O15	0	24	24	15	0	0
2583	4400	554.127186037	0.00036695262080906657	0.02792680172469959	11.0	O15	H26_C24_O15	0	24	26	15	0	0
2584	4437	558.064516037	0.0003699039823705337	-0.09717335271877098	16.0	O15	H18_C25_O15	0	25	18	15	0	0
2585	4484	564.017676037	0.00034826066425310877	0.09927525754113964	20.0	O15	H12_C26_O15	0	26	12	15	0	0
2586	4546	572.0802460369999	0.00031776326145128286	0.04491852366371711	16.0	O15	H20_C26_O15	0	26	20	15	0	0
2587	4579	576.111516037	0.0004131906186053833	-0.007725934773636075	14.0	O15	H24_C26_O15	0	26	24	15	0	0
2588	4597	578.127186037	0.000417125767354006	0.026767466447652277	13.0	O15	H26_C26_O15	0	26	26	15	0	0
2589	4638	584.080236037	0.0003846607901778688	0.026874732292301813	17.0	O15	H20_C27_O15	0	27	20	15	0	0
2590	4661	588.0176160369999	0.0006561860538328349	-0.006814421552331576	22.0	O15	H12_C28_O15	0	28	12	15	0	0
2591	4669	588.111556037	0.00047221784983472384	0.060446015135294476	15.0	O15	H24_C27_O15	0	27	24	15	0	0
2592	4681	590.033246037	0.0005332126554383756	-0.04081295444627029	21.0	O15	H14_C28_O15	0	28	14	15	0	0
2593	4688	590.1272160369999	0.0003915473004879585	0.07705965570958166	14.0	O15	H26_C27_O15	0	27	26	15	0	0
2594	4697	592.048876037	0.0004938611679521488	-0.07457999118347566	20.0	O15	H16_C28_O15	0	28	16	15	0	0
2595	4715	594.064566037	0.00041417440579253896	-0.007118754948567753	19.0	O15	H18_C28_O15	0	28	18	15	0	0
2596	4730	596.080236037	0.0004210609161026287	0.026333703135469302	18.0	O15	H20_C28_O15	0	28	20	15	0	0
2597	4753	600.0176160369999	0.0007348890288052887	-0.006678137122604204	23.0	O15	H12_C29_O15	0	29	12	15	0	0
2598	4766	602.0332360369999	0.0006227372894695419	-0.05660983136311586	22.0	O15	H14_C29_O15	0	29	14	15	0	0
2599	4810	608.080276037	0.00033153628207146233	0.09159481434985137	19.0	O15	H20_C29_O15	0	29	20	15	0	0
2600	4822	610.1898060369999	0.00033842279238155204	0.05765255288920167	11.0	O15	H34_C28_O15	0	28	34	15	0	0
2601	4829	612.017596037	0.0008844246812529514	-0.03922599633493789	24.0	O15	H12_C30_O15	0	30	12	15	0	0
2602	4838	614.033256037	0.0008293325987722336	-0.02293198272096872	23.0	O15	H14_C30_O15	0	30	14	15	0	0
2603	4846	616.048936037	0.0006492995435227452	0.025720359342076043	22.0	O15	H16_C30_O15	0	30	16	15	0	0
2604	4859	618.064546037	0.00040138517235951526	-0.03920140731919454	21.0	O15	H18_C30_O15	0	30	18	15	0	0
2605	4864	618.1585160369999	0.00031973083582559423	0.07332585233444497	14.0	O15	H30_C29_O15	0	29	30	15	0	0
2606	4883	624.111566037	0.000326617346135684	0.07298214369176773	18.0	O15	H24_C30_O15	0	30	24	15	0	0
2607	4899	628.048896037	0.0006925861797575949	-0.038460381282317	23.0	O15	H16_C31_O15	0	31	16	15	0	0
2608	4919	636.0175660369999	0.0005096017629466394	-0.08491432121888957	26.0	O15	H12_C32_O15	0	32	12	15	0	0
2609	4925	638.0332860369999	0.0007801432394144497	0.02495010898143066	25.0	O15	H14_C32_O15	0	32	14	15	0	0
2610	4936	642.064556037	0.0005509208248071777	-0.02216132304798508	23.0	O15	H18_C32_O15	0	32	18	15	0	0
2611	4941	644.080216037	0.000326617346135684	-0.006680844810390565	22.0	O15	H20_C32_O15	0	32	20	15	0	0
2612	4951	650.033226037	0.0006020777585392728	-0.06781345674317217	26.0	O15	H14_C33_O15	0	33	14	15	0	0
2613	4955	652.048946037	0.0005528883991814889	0.039636594981109184	25.0	O15	H16_C33_O15	0	33	16	15	0	0
2614	4961	654.064526037	0.0005489532504328664	-0.06762176868072371	24.0	O15	H18_C33_O15	0	33	18	15	0	0
2615	4966	656.080266037	0.0004240122776640957	0.06965153866719996	23.0	O15	H20_C33_O15	0	33	20	15	0	0
2616	4982	664.048966037	0.0004840232960805919	0.06903858358325482	26.0	O15	H16_C34_O15	0	34	16	15	0	0
2617	4986	666.0645760369999	0.0004692664882732568	0.008664325092217541	25.0	O15	H18_C34_O15	0	34	18	15	0	0
2618	4991	670.095816037	0.00033743900519439627	-0.081148096707632	23.0	O15	H22_C34_O15	0	34	22	15	0	0
2619	4996	676.0488660369999	0.0005873209507319378	-0.08010515607730444	27.0	O15	H16_C35_O15	0	35	16	15	0	0
2620	5000	678.064566037	0.0005312450810640644	-0.006236869291019529	26.0	O15	H18_C35_O15	0	35	18	15	0	0
2621	5010	688.048946037	0.0005115693373209507	0.03756273464379069	28.0	O15	H16_C36_O15	0	36	16	15	0	0
2622	5014	690.064516037	0.0005164882732567292	-0.07858540585180004	27.0	O15	H18_C36_O15	0	36	18	15	0	0
2623	5015	692.080236037	0.0004997638910750826	0.022680896178459337	26.0	O15	H20_C36_O15	0	36	20	15	0	0
2624	5022	696.1114560369999	0.00033153628207146233	-0.09258718470798752	24.0	O15	H24_C36_O15	0	36	24	15	0	0
2625	5025	700.048936037	0.0003659688336219109	0.022634131974936387	29.0	O15	H16_C37_O15	0	37	16	15	0	0
2626	5028	702.064526037	0.0004771367857705021	-0.06299848296224876	28.0	O15	H18_C37_O15	0	37	18	15	0	0
2627	5030	704.080226037	0.0004063041082952936	0.008091407477856109	27.0	O15	H20_C37_O15	0	37	20	15	0	0
2628	5034	714.0645760369999	0.00038662836455218014	0.0080819021316296	29.0	O15	H18_C38_O15	0	38	18	15	0	0
2629	5037	716.0802560369999	0.0004122068314182277	0.04985055759178207	28.0	O15	H20_C38_O15	0	38	20	15	0	0
2630	5040	718.0958260369999	0.00031382811270266013	-0.06179815894435273	27.0	O15	H22_C38_O15	0	38	22	15	0	0
2631	5042	722.127106037	0.0003453093026916417	-0.08935407552388147	25.0	O15	H26_C38_O15	0	38	26	15	0	0
2632	4396	554.0908260369999	0.00031776326145128286	0.07396440806591381	12.0	O16	H22_C23_O16	0	23	22	16	0	0
2633	4665	588.075106037	0.0004407366598457422	-0.04921650275230579	16.0	O16	H20_C26_O16	0	26	20	16	0	0
2634	4702	592.106426037	0.0004131906186053833	-0.015353658607046327	14.0	O16	H24_C26_O16	0	26	24	16	0	0
2635	4769	602.090726037	0.0003541633873760428	-0.0980201113555954	16.0	O16	H22_C27_O16	0	27	22	16	0	0
2636	4785	604.106486037	0.0003246497717613726	0.08427156670963623	15.0	O16	H24_C27_O16	0	27	24	16	0	0
2637	4845	616.012516037	0.0004053203211081379	-0.0302704889295581	23.0	O16	H12_C29_O16	0	29	12	16	0	0
2638	4863	618.1220760369999	0.00039056351330080276	-0.01482716829996681	15.0	O16	H26_C28_O16	0	28	26	16	0	0
2639	4898	628.012586037	0.0004840232960805919	0.08177065419585064	24.0	O16	H12_C30_O16	0	30	12	16	0	0
2640	4934	642.0282360369999	0.0004308987879741855	0.0798703189547726	24.0	O16	H14_C31_O16	0	31	14	16	0	0
2641	4960	654.028206037	0.00038859593892649145	0.03253529415027113	25.0	O16	H14_C32_O16	0	32	14	16	0	0
2642	4964	656.043886037	0.0004063041082952936	0.07805118082318216	24.0	O16	H16_C32_O16	0	32	16	16	0	0
2643	4985	666.028126037	0.00038662836455218014	-0.08816594624735566	26.0	O16	H14_C33_O16	0	33	14	16	0	0
2644	5002	680.043846037	0.0003728553439320007	0.016476878703657594	26.0	O16	H16_C34_O16	0	34	16	16	0	0
2645	5013	690.028216037	0.0003640012592475995	0.045330030444817565	28.0	O16	H14_C35_O16	0	35	14	16	0	0
2646	5018	694.059466037	0.00037088776955768925	-0.0271864312735404	26.0	O16	H18_C35_O16	0	35	18	16	0	0
2647	5021	696.075106037	0.00039449866204942544	-0.04158028325364944	25.0	O16	H20_C35_O16	0	35	20	16	0	0
2648	5027	702.028126037	0.00031874704863843847	-0.0836447968130415	29.0	O16	H14_C36_O16	0	36	14	16	0	0
2649	5032	706.059506037	0.0003394065795687077	0.029928072434200974	27.0	O16	H18_C36_O16	0	36	18	16	0	0
2650	5033	708.075086037	0.00040433653392098223	-0.06912120054705596	26.0	O16	H20_C36_O16	0	36	20	16	0	0
2651	5036	716.0438660369999	0.00036892019518337794	0.043579732342682614	29.0	O16	H16_C37_O16	0	37	16	16	0	0
2652	5039	718.059526037	0.0004220447032897844	0.05728076642341901	28.0	O16	H18_C37_O16	0	37	18	16	0	0
2653	5044	728.0438260369999	0.00032563355894852817	-0.012080316693376413	30.0	O16	H16_C38_O16	0	38	16	16	0	0
2654	5047	744.075186037	0.00043581772390996384	0.0686180656319074	29.0	O16	H20_C39_O16	0	39	20	16	0	0
2655	5050	770.0908260369998	0.00034137415394301906	0.05321839785247727	30.0	O16	H22_C41_O16	0	41	22	16	0	0
2656	3	176.083736037	0.0005243585707539745	0.035852260646971494	5.0	O2	H12_C11_O2	0	11	12	2	0	0
2657	11	178.09937603699996	0.006001101841649615	-0.02111742387873361	4.0	O2	H14_C11_O2	0	11	14	2	0	0
2658	16	179.102736037	0.000713245710687864	0.0078111593584816565	4.0	O2	H14_C10_13C_O2	0	11	14	2	0	0
2659	20	180.115026037	0.001877065953093027	-0.02129194929205964	3.0	O2	H16_C11_O2	0	11	16	2	0	0
2660	29	182.130676037	0.0015278215016527625	-0.02146261189714084	2.0	O2	H18_C11_O2	0	11	18	2	0	0
2661	41	184.146326037	0.006224421533133953	-0.02162953838554424	1.0	O2	H20_C11_O2	0	11	20	2	0	0
2662	47	185.149676037	0.0006561860538328349	-0.04765333750812945	1.0	O2	H20_C10_13C_O2	0	11	20	2	0	0
2663	50	186.068076037	0.0005814182276090037	-0.01941762442665408	7.0	O2	H10_C12_O2	0	12	10	2	0	0
2664	53	186.16197603700002	0.04364178340941288	-0.02179284996187624	0.0	O2	H22_C11_O2	0	11	22	2	0	0
2665	58	187.165336037	0.005265229025657171	0.0058931851997203405	0.0	O2	H22_C10_13C_O2	0	11	22	2	0	0
2666	63	188.08372603700002	0.0006512671178970566	-0.0196029719357951	6.0	O2	H12_C12_O2	0	12	12	2	0	0
2667	74	190.099376037	0.0006650401385172359	-0.019784389063850886	5.0	O2	H14_C12_O2	0	12	14	2	0	0
2668	83	192.115026037	0.0026847552337478354	-0.01996199922633439	4.0	O2	H16_C12_O2	0	12	16	2	0	0
2669	89	193.11838603700002	0.00031874704863843847	0.0068610763930214685	4.0	O2	H16_C11_13C_O2	0	12	16	2	0	0
2670	94	194.130676037	0.0006247048638438532	-0.020135921298708045	3.0	O2	H18_C12_O2	0	12	18	2	0	0
2671	103	196.146326037	0.002603100897213915	-0.020306268835353573	2.0	O2	H20_C12_O2	0	12	20	2	0	0
2672	109	197.149686037	0.00034137415394301906	0.005970083062882759	2.0	O2	H20_C11_13C_O2	0	12	20	2	0	0
2673	113	198.068076037	0.0004427042342200536	-0.0182412031790608	8.0	O2	H10_C13_O2	0	13	10	2	0	0
2674	117	198.16197603700002	0.005200299071304895	-0.020473150770474933	1.0	O2	H22_C12_O2	0	12	22	2	0	0
2675	123	199.165336037	0.0006188021407209192	0.005538112254780231	1.0	O2	H22_C11_13C_O2	0	12	22	2	0	0
2676	128	200.083736037	0.0005155044860695733	0.03155178989122652	7.0	O2	H12_C13_O2	0	13	12	2	0	0
2677	131	200.177626037	0.19622127341413506	-0.0206366719346731	0.0	O2	H24_C12_O2	0	12	24	2	0	0
2678	136	201.180986037	0.025236108924917358	0.005114797353744306	0.0	O2	H24_C11_13C_O2	0	12	24	2	0	0
2679	141	202.09938603700002	0.0004791043601448135	0.030870949730251087	6.0	O2	H14_C13_O2	0	13	14	2	0	0
2680	156	204.115026037	0.0005489532504328664	-0.018788425700823383	5.0	O2	H16_C13_O2	0	13	16	2	0	0
2681	169	206.130676037	0.0011539823705336062	-0.018963698608567912	4.0	O2	H18_C13_O2	0	13	18	2	0	0
2682	183	208.146326037	0.0016321029434912641	-0.01913557689635232	3.0	O2	H20_C13_O2	0	13	20	2	0	0
2683	193	210.068086037	0.0003531796001888872	0.03040442794234148	9.0	O2	H10_C14_O2	0	14	10	2	0	0
2684	196	210.16197603700002	0.002096450495828743	-0.0193041581016848	2.0	O2	H22_C13_O2	0	13	22	2	0	0
2685	209	212.177626037	0.004453604596253738	-0.019469536323621948	1.0	O2	H24_C13_O2	0	13	24	2	0	0
2686	218	213.180976037	0.0007004564772548403	-0.04208161626303559	1.0	O2	H24_C12_13C_O2	0	13	24	2	0	0
2687	224	214.099376037	0.0004594286164017	-0.017566608954812345	7.0	O2	H14_C14_O2	0	14	14	2	0	0
2688	227	214.193276037	0.053678380292775066	-0.01963180211917149	0.0	O2	H26_C13_O2	0	13	26	2	0	0
2689	235	215.19663603700002	0.007866362348496773	0.004437801535212216	0.0	O2	H26_C12_13C_O2	0	13	26	2	0	0
2690	242	216.115026037	0.0005312450810640644	-0.017745179830583522	6.0	O2	H16_C14_O2	0	14	16	2	0	0
2691	258	218.130686037	0.000650283330709901	0.02792362734234899	5.0	O2	H18_C14_O2	0	14	18	2	0	0
2692	272	220.146326037	0.001402880528883992	-0.01809251191820849	4.0	O2	H20_C14_O2	0	14	20	2	0	0
2693	286	222.16197603700002	0.0018623091452856923	-0.018261450878097458	3.0	O2	H22_C14_O2	0	14	22	2	0	0
2694	297	224.08371603700002	0.0007457106878640012	-0.06107985108564189	9.0	O2	H12_C15_O2	0	15	12	2	0	0
2695	300	224.177626037	0.0020029907130489533	-0.018427351873667508	2.0	O2	H24_C14_O2	0	14	24	2	0	0
2696	308	225.180986037	0.00034629308987879745	0.004569657470265453	2.0	O2	H24_C13_13C_O2	0	14	24	2	0	0
2697	317	226.193276037	0.010761648040295923	-0.018590296246151983	1.0	O2	H26_C14_O2	0	14	26	2	0	0
2698	327	227.19662603700002	0.0016360380922398868	-0.03981133082462067	1.0	O2	H26_C13_13C_O2	0	14	26	2	0	0
2699	334	228.115036037	0.0013989453801353693	0.027025837968245	7.0	O2	H16_C15_O2	0	15	16	2	0	0
2700	337	228.208926037	0.17014205886982528	-0.018750362089378584	0.0	O2	H28_C14_O2	0	14	28	2	0	0
2701	348	229.212286037	0.02591098693530616	0.0038435985287913143	0.0	O2	H28_C13_13C_O2	0	14	28	2	0	0
2702	355	230.130676037	0.00033743900519439627	-0.01698600152600924	6.0	O2	H18_C15_O2	0	15	18	2	0	0
2703	374	232.146326037	0.0006650401385172359	-0.017157282200276628	5.0	O2	H20_C15_O2	0	15	20	2	0	0
2704	391	234.16197603700002	0.03788466079017788	-0.0173256140089102	4.0	O2	H22_C15_O2	0	15	22	2	0	0
2705	400	235.165336037	0.00625	0.004690317062972201	4.0	O2	H22_C14_13C_O2	0	15	22	2	0	0
2706	407	236.177626037	0.005020266016055407	-0.017491072573233825	3.0	O2	H24_C15_O2	0	15	24	2	0	0
2707	416	237.180986037	0.0008686840862584608	0.004338458964181871	3.0	O2	H24_C14_13C_O2	0	15	24	2	0	0
2708	424	238.193276037	0.0018200062962379976	-0.017653730954866553	2.0	O2	H26_C15_O2	0	15	26	2	0	0
2709	432	239.19662603700002	0.00031382811270266013	-0.03781407869857459	2.0	O2	H26_C14_13C_O2	0	15	26	2	0	0
2710	439	240.115046037	0.000335471430820085	0.0673218952481547	8.0	O2	H16_C16_O2	0	16	16	2	0	0
2711	442	240.208926037	0.007807335117267433	-0.01781365940815563	1.0	O2	H28_C15_O2	0	15	28	2	0	0
2712	451	241.212286037	0.0014087832520069258	0.0036523844612855617	1.0	O2	H28_C14_13C_O2	0	15	28	2	0	0
2713	461	242.22457603700002	0.097642845899575	-0.017970926318332192	0.0	O2	H30_C15_O2	0	15	30	2	0	0
2714	472	243.227936037	0.015873406264756806	0.003317875543964819	0.0	O2	H30_C14_13C_O2	0	15	30	2	0	0
2715	494	246.068076037	0.0004240122776640957	-0.014682928710074978	12.0	O2	H10_C17_O2	0	17	10	2	0	0
2716	500	246.161996037	0.00031284432551550447	0.06476629313475009	5.0	O2	H22_C16_O2	0	16	22	2	0	0
2717	520	248.177636037	0.0037433102471273413	0.023648383759647836	4.0	O2	H24_C16_O2	0	16	24	2	0	0
2718	528	249.180986037	0.0007152132850621754	0.004129528465919647	4.0	O2	H24_C15_13C_O2	0	16	24	2	0	0
2719	538	250.193286037	0.0007122619235007084	0.023162092334890548	3.0	O2	H26_C16_O2	0	16	26	2	0	0
2720	557	252.208926037	0.001871163229970093	-0.01696609260607303	2.0	O2	H28_C16_O2	0	16	28	2	0	0
2721	568	253.212276037	0.000332520069258618	-0.03601326172680202	2.0	O2	H28_C15_13C_O2	0	16	28	2	0	0
2722	579	254.22457603700002	0.023419053990240832	-0.01712265618181872	1.0	O2	H30_C16_O2	0	16	30	2	0	0
2723	590	255.227936037	0.004240122776640957	0.003161879663788889	1.0	O2	H30_C15_13C_O2	0	16	30	2	0	0
2724	602	256.240236037	1.0	0.021749121434280656	0.0	O2	H32_C16_O2	0	16	32	2	0	0
2725	613	257.243586037	0.15593420431292304	0.0028494395023488236	0.0	O2	H32_C15_13C_O2	0	16	32	2	0	0
2726	624	258.161996037	0.00034432551550448614	0.06175579767241406	6.0	O2	H22_C17_O2	0	17	22	2	0	0
2727	662	262.193286037	0.0006414292460254997	0.02210201519782967	4.0	O2	H26_C17_O2	0	17	26	2	0	0
2728	680	264.208926037	0.0005705965685502912	-0.0161955164021322	3.0	O2	H28_C17_O2	0	17	28	2	0	0
2729	700	266.224576037	0.0011736581142767198	-0.01635085692089441	2.0	O2	H30_C17_O2	0	17	30	2	0	0
2730	719	268.146326037	0.00033153628207146233	-0.01485383021284779	8.0	O2	H20_C18_O2	0	18	20	2	0	0
2731	722	268.240226037	0.005214072091925075	-0.01650386308660631	1.0	O2	H32_C17_O2	0	17	32	2	0	0
2732	733	269.243586037	0.0010310089721391467	0.0027224419588549303	1.0	O2	H32_C16_13C_O2	0	17	32	2	0	0
2733	745	270.255876037	0.0625511569337321	-0.016654586919867643	0.0	O2	H34_C17_O2	0	17	34	2	0	0
2734	755	271.259236037	0.0118497166692901	0.002429410449499287	0.0	O2	H34_C16_13C_O2	0	17	34	2	0	0
2735	814	276.208926037	0.0005597749094915788	-0.015491896140419325	4.0	O2	H28_C18_O2	0	18	28	2	0	0
2736	837	278.224576037	0.0008273650243979223	-0.01564563423407957	3.0	O2	H30_C18_O2	0	18	30	2	0	0
2737	861	280.240226037	0.002803793483393672	-0.01579716098377141	2.0	O2	H32_C18_O2	0	18	32	2	0	0
2738	880	282.255876037	0.02309932315441524	-0.01594652356315576	1.0	O2	H34_C18_O2	0	18	34	2	0	0
2739	891	283.259236037	0.004466393829686764	0.0023264908561195204	1.0	O2	H34_C17_13C_O2	0	18	34	2	0	0
2740	906	284.27153603700003	0.4038564457736503	0.01908386628886727	0.0	O2	H36_C18_O2	0	18	36	2	0	0
2741	916	285.274886037	0.07848359042971824	0.0020506537306876444	0.0	O2	H36_C17_13C_O2	0	18	36	2	0	0
2742	977	290.224586037	0.0004190933417283174	0.019457345431188745	4.0	O2	H30_C19_O2	0	19	30	2	0	0
2743	996	292.240246037	0.00033153628207146233	0.05328834838012567	3.0	O2	H32_C19_O2	0	19	32	2	0	0
2744	1019	294.25586603700003	0.0005253423579411302	-0.049280241053327616	2.0	O2	H34_C19_O2	0	19	34	2	0	0
2745	1041	296.271526037	0.0012690854714308205	-0.015441915908989703	1.0	O2	H36_C19_O2	0	19	36	2	0	0
2746	1053	297.274896037	0.000335471430820085	0.035606774006243916	1.0	O2	H36_C18_13C_O2	0	19	36	2	0	0
2747	1071	298.287176037	0.007627302062017944	-0.015585651606902982	0.0	O2	H38_C19_O2	0	19	38	2	0	0
2748	1081	299.290536037	0.0016163623484967732	0.0017073710477496654	0.0	O2	H38_C18_13C_O2	0	19	38	2	0	0
2749	1097	300.208926037	0.0032307571226192354	-0.01425340695797496	6.0	O2	H28_C20_O2	0	20	28	2	0	0
2750	1125	302.224576037	0.0017540925546985675	-0.014403196486158171	5.0	O2	H30_C20_O2	0	20	30	2	0	0
2751	1153	304.240226037	0.0011618526680308517	-0.01455100143232404	4.0	O2	H32_C20_O2	0	20	32	2	0	0
2752	1177	306.255876037	0.0020059420746104204	-0.014696860795968556	3.0	O2	H34_C20_O2	0	20	34	2	0	0
2753	1202	308.271526037	0.0006512671178970566	-0.014840812740980484	2.0	O2	H36_C20_O2	0	20	36	2	0	0
2754	1228	310.287166037	0.0010969227136785773	-0.04721110501078616	1.0	O2	H38_C20_O2	0	20	38	2	0	0
2755	1238	311.290546037	0.0003895797261136472	0.03376588258623685	1.0	O2	H38_C19_13C_O2	0	20	38	2	0	0
2756	1258	312.302826037	0.006044388477884464	-0.015123142104350604	0.0	O2	H40_C20_O2	0	20	40	2	0	0
2757	1270	313.30618603700003	0.0013389343617188731	0.0013948016424266494	0.0	O2	H40_C19_13C_O2	0	20	40	2	0	0
2758	1428	324.302826037	0.0004968125295136157	-0.01456354875306879	1.0	O2	H40_C21_O2	0	21	40	2	0	0
2759	1459	326.318466037	0.0024171651188414924	-0.0453452730658745	0.0	O2	H42_C21_O2	0	21	42	2	0	0
