	peakNo	mw	relativeAbundance	errorPPM	DBE	class	formula	z	C	H	O	N	S
922	58	228.099816037	0.011901864678195774	0.1852040073377213	3.0	O5	H16_C11_O5	0	11	16	5	0	0
923	61	230.02157603700002	0.011079908049975471	0.22873941185003385	9.0	O5	H6_C12_O5	0	12	6	5	0	0
924	65	230.115366037	0.0073898957882504186	-0.2513043827077597	2.0	O5	H18_C11_O5	0	11	18	5	0	0
925	69	232.037206037	0.01588112672776934	0.14024044066095825	8.0	O5	H8_C12_O5	0	12	8	5	0	0
926	74	234.052866037	0.02614338363514653	0.18144191409986413	7.0	O5	H10_C12_O5	0	12	10	5	0	0
927	81	236.068526037	0.021193403755143364	0.2219397938548001	6.0	O5	H12_C12_O5	0	12	12	5	0	0
928	85	238.084156037	0.014175785025060348	0.13574611819049054	5.0	O5	H14_C12_O5	0	12	14	5	0	0
929	92	240.099806037	0.016076813687835992	0.1342983175709282	4.0	O5	H16_C12_O5	0	12	16	5	0	0
930	99	242.115346037	0.01057402124981586	-0.3214542212782865	3.0	O5	H18_C12_O5	0	12	18	5	0	0
931	104	244.037266037	0.011152067616500049	0.3792084771223377	9.0	O5	H8_C13_O5	0	13	8	5	0	0
932	108	244.131106037	0.009382401275680312	0.13147443803639802	2.0	O5	H20_C12_O5	0	12	20	5	0	0
933	112	246.05282603700002	0.01583393401117839	0.010026302243099793	8.0	O5	H10_C13_O5	0	13	10	5	0	0
934	116	246.146806037	0.006208978996829176	0.33322796811174266	1.0	O5	H22_C12_O5	0	12	22	5	0	0
935	119	248.068516037	0.017338019870471125	0.17089230297471986	7.0	O5	H12_C13_O5	0	13	12	5	0	0
936	124	250.084106037	0.010573685999313208	-0.0707002147515575	6.0	O5	H14_C13_O5	0	13	14	5	0	0
937	130	252.099786037	0.017705802088565932	0.048572036438499215	5.0	O5	H16_C13_O5	0	13	16	5	0	0
938	137	254.11542603700002	0.020244834187088057	0.008543361617128122	4.0	O5	H18_C13_O5	0	13	18	5	0	0
939	142	256.037166037	0.01658466853261302	-0.029132489143511662	10.0	O5	H8_C14_O5	0	14	8	5	0	0
940	146	256.131106037	0.008999647639305027	0.12531472834378116	3.0	O5	H20_C13_O5	0	13	20	5	0	0
941	154	258.052836037	0.013909267083794448	0.04831181173852367	9.0	O5	H10_C14_O5	0	14	10	5	0	0
942	157	258.146766037	0.011878977623047116	0.1627872419002405	2.0	O5	H22_C13_O5	0	13	22	5	0	0
943	162	260.068436037	0.012813755357923869	-0.1446042457030756	8.0	O5	H12_C14_O5	0	14	12	5	0	0
944	169	262.084146037	0.009772980527955472	0.08515967226173518	7.0	O5	H14_C14_O5	0	14	14	5	0	0
945	175	264.09979603700003	0.016899273191810272	0.0842295234683292	6.0	O5	H16_C14_O5	0	14	16	5	0	0
946	181	266.115436037	0.0195953732549963	0.04573579105951065	5.0	O5	H18_C14_O5	0	14	18	5	0	0
947	184	268.037226037	0.00915479722609264	0.1960212795033188	11.0	O5	H8_C15_O5	0	15	8	5	0	0
948	187	268.131076037	0.018265769761477462	0.007820801763495666	4.0	O5	H20_C14_O5	0	14	20	5	0	0
949	193	270.052826037	0.013532572789837471	0.009135249713246146	10.0	O5	H10_C15_O5	0	15	10	5	0	0
950	197	270.146736037	0.015224529305810941	0.04450544243865708	3.0	O5	H22_C14_O5	0	14	22	5	0	0
951	203	272.06845603700003	0.011669899267902302	-0.06471533037834495	9.0	O5	H12_C15_O5	0	15	12	5	0	0
952	207	272.162356037	0.03066575460318807	-0.06632438169071818	2.0	O5	H24_C14_O5	0	14	24	5	0	0
953	214	274.084076037	0.015404149075120848	-0.17396486764832295	8.0	O5	H14_C15_O5	0	15	14	5	0	0
954	218	274.178096037	0.008881633254028794	0.262147126419518	1.0	O5	H26_C14_O5	0	14	26	5	0	0
955	224	276.099786037	0.017120017022778856	0.044349907579740284	7.0	O5	H16_C15_O5	0	15	16	5	0	0
956	229	278.115416037	0.019293685052665124	-0.028150183609411693	6.0	O5	H18_C15_O5	0	15	18	5	0	0
957	235	280.131086037	0.02176621959315191	0.04318335440099212	5.0	O5	H20_C15_O5	0	15	20	5	0	0
958	242	282.052766037	0.008941335781042779	-0.20397956320655888	11.0	O5	H10_C16_O5	0	16	10	5	0	0
959	245	282.146726037	0.020255947120416715	0.007170028390363366	4.0	O5	H22_C15_O5	0	15	22	5	0	0
960	251	284.068576037	0.013831383425354216	0.3604516960256535	10.0	O5	H12_C16_O5	0	16	12	5	0	0
961	255	284.162356037	0.007399475260946573	-0.06352354419982623	3.0	O5	H24_C15_O5	0	15	24	5	0	0
962	263	286.084136037	0.015638184967685327	0.04306075889913023	9.0	O5	H14_C16_O5	0	16	14	5	0	0
963	266	286.178066037	0.0359420853266666	0.14632498081372686	2.0	O5	H26_C15_O5	0	15	26	5	0	0
964	274	288.099756037	0.01215891800110439	-0.061627959120150885	8.0	O5	H16_C16_O5	0	16	16	5	0	0
965	278	288.193606037	0.0075261440758653516	-0.2366430016798941	1.0	O5	H28_C15_O5	0	15	28	5	0	0
966	285	290.11537603700003	0.013242699063553465	-0.1648619962585028	7.0	O5	H18_C16_O5	0	16	18	5	0	0
967	291	292.131116037	0.01768957348090051	0.14410310178269226	6.0	O5	H20_C16_O5	0	16	20	5	0	0
968	296	294.052866037	0.008523697467363736	0.14441960925818298	12.0	O5	H10_C17_O5	0	17	10	5	0	0
969	300	294.146726037	0.020610744589876388	0.006877520151894861	5.0	O5	H22_C16_O5	0	16	22	5	0	0
970	307	296.068476037	0.008557098350776128	0.008082589610413455	11.0	O5	H12_C17_O5	0	17	12	5	0	0
971	311	296.162396037	0.01288819028202663	0.07411136701605865	4.0	O5	H24_C16_O5	0	16	24	5	0	0
972	318	298.084186037	0.007550334882968769	0.2090650994362673	10.0	O5	H14_C17_O5	0	17	14	5	0	0
973	323	298.177936037	0.007448772605693059	-0.2955450063204322	3.0	O5	H26_C16_O5	0	16	26	5	0	0
974	331	300.099736037	0.012235035386063057	-0.12580817461721142	9.0	O5	H16_C17_O5	0	17	16	5	0	0
975	334	300.193676037	0.05067486733268442	0.005999460148609992	2.0	O5	H28_C16_O5	0	16	28	5	0	0
976	342	302.115406037	0.010246962655279341	-0.05901387233002736	8.0	O5	H18_C17_O5	0	17	18	5	0	0
977	352	304.131096037	0.013600696933644936	0.07265616797033525	7.0	O5	H20_C17_O5	0	17	20	5	0	0
978	358	306.146736037	0.01970561789945644	0.03927201761586877	6.0	O5	H22_C17_O5	0	17	22	5	0	0
979	366	308.16238603700003	0.017139169759828526	0.038775011289089965	5.0	O5	H24_C17_O5	0	17	24	5	0	0
980	373	310.084076037	0.006904850394339025	-0.15376797358210734	11.0	O5	H14_C18_O5	0	18	14	5	0	0
981	377	310.177946037	0.017077561271623534	-0.25187154990895744	4.0	O5	H26_C17_O5	0	17	26	5	0	0
982	386	312.099806037	0.0080329000439948	0.10331630900165502	10.0	O5	H16_C18_O5	0	18	16	5	0	0
983	402	314.115356037	0.007829123613466004	-0.21593659380697275	9.0	O5	H18_C18_O5	0	18	18	5	0	0
984	407	314.209356037	0.023305450880139352	0.10097407798776234	2.0	O5	H30_C17_O5	0	17	30	5	0	0
985	418	316.131056037	0.01232346701865155	-0.05663157627871506	8.0	O5	H20_C18_O5	0	18	20	5	0	0
986	422	316.225026037	0.010484776324341302	0.16334254331926595	1.0	O5	H32_C17_O5	0	17	32	5	0	0
987	431	318.146736037	0.016503950765756847	0.037790738199770614	7.0	O5	H22_C18_O5	0	18	22	5	0	0
988	434	318.240536037	0.007111150516151674	-0.2778432978547436	0.0	O5	H34_C17_O5	0	17	34	5	0	0
989	439	320.068466037	0.006816546032774686	-0.023766789901400208	13.0	O5	H12_C19_O5	0	19	12	5	0	0
990	442	320.162346037	0.0192667843039986	-0.08761492507040099	6.0	O5	H24_C18_O5	0	18	24	5	0	0
991	448	322.178006037	0.011377920913462757	-0.056257719823338284	5.0	O5	H26_C18_O5	0	18	26	5	0	0
992	460	324.193736037	0.009922725752473478	0.19062983995545252	4.0	O5	H28_C18_O5	0	18	28	5	0	0
993	468	326.115446037	0.007267426917128758	0.06798512681467955	10.0	O5	H18_C19_O5	0	19	18	5	0	0
994	473	326.20930603700003	0.007258070944767702	-0.056016182509689566	3.0	O5	H30_C18_O5	0	18	30	5	0	0
995	483	328.13104603700003	0.008234435262829937	-0.08503614754721997	9.0	O5	H20_C19_O5	0	19	20	5	0	0
996	487	328.224926037	0.0334081037148835	-0.14729838041674706	2.0	O5	H32_C18_O5	0	18	32	5	0	0
997	497	330.146746037	0.010124872493058823	0.06670670029809557	8.0	O5	H22_C19_O5	0	19	22	5	0	0
998	500	330.240676037	0.01928280803635685	0.15618609015649415	1.0	O5	H34_C18_O5	0	18	34	5	0	0
999	509	332.162356037	0.01947409017731921	-0.054343906392669006	7.0	O5	H24_C19_O5	0	19	24	5	0	0
1000	517	334.178076037	0.017068602633191546	0.15523160768686195	6.0	O5	H26_C19_O5	0	19	26	5	0	0
1001	528	336.193666037	0.007862366184141031	-0.024387728880059748	5.0	O5	H28_C19_O5	0	19	28	5	0	0
1002	567	342.240616037	0.014481247899717685	-0.02460549573484273	2.0	O5	H34_C19_O5	0	19	34	5	0	0
1003	579	344.162316037	0.011705345800215136	-0.1686733186386936	8.0	O5	H24_C20_O5	0	20	24	5	0	0
1004	582	344.256196037	0.010880666813746442	-0.2280133253339537	1.0	O5	H36_C19_O5	0	19	36	5	0	0
1005	592	346.178076037	0.01428252506009924	0.14985062194227874	7.0	O5	H26_C20_O5	0	20	26	5	0	0
1006	607	348.19366603699996	0.01210124560213424	-0.02354724045334144	6.0	O5	H28_C20_O5	0	20	28	5	0	0
1007	617	350.20928603699997	0.009489268581743359	-0.10928607994030308	5.0	O5	H30_C20_O5	0	20	30	5	0	0
1008	631	352.22502603699996	0.012257196065122634	0.1466477285707084	4.0	O5	H32_C20_O5	0	20	32	5	0	0
1009	633	353.04041603699994	0.012339903605795472	-0.3180910596107545	18.0	O5	H8_C21_13C_O5	0	22	8	5	0	0
1010	650	355.05608603699994	0.009909123273745496	-0.2601645306342992	17.0	O5	H10_C21_13C_O5	0	22	10	5	0	0
1011	663	356.16245603699997	0.007212672439200211	0.23008882211532575	9.0	O5	H24_C21_O5	0	21	24	5	0	0
1012	668	356.25632603699995	0.01746884827495985	0.14457287133837185	2.0	O5	H36_C20_O5	0	20	36	5	0	0
1013	681	358.271936037	0.011245916028043432	0.03190593181298737	1.0	O5	H38_C20_O5	0	20	38	5	0	0
1014	695	360.19364603699995	0.0077771132229850935	-0.07828844371662044	7.0	O5	H28_C21_O5	0	21	28	5	0	0
1015	708	362.20929603699994	0.009987196286636298	-0.07805708000159135	6.0	O5	H30_C21_O5	0	21	30	5	0	0
1016	734	367.056026037	0.011730967630297469	-0.4151219137765982	18.0	O5	H10_C22_13C_O5	0	23	10	5	0	0
1017	760	370.17795603699994	0.009721985201496478	-0.1840331085990196	9.0	O5	H26_C22_O5	0	22	26	5	0	0
1018	764	370.272006037	0.009315304612580049	0.21992210760692404	2.0	O5	H38_C21_O5	0	21	38	5	0	0
1019	778	372.193636037	0.007435011814227712	-0.10263206115821508	8.0	O5	H28_C22_O5	0	22	28	5	0	0
1020	781	372.287566037	0.010007541025473177	-0.023215924587215483	1.0	O5	H40_C21_O5	0	21	40	5	0	0
1021	789	374.209416037	0.007071122226969259	0.2451221055701509	7.0	O5	H30_C22_O5	0	22	30	5	0	0
1022	854	384.193696037	0.007440552760035438	0.056744814471129265	9.0	O5	H28_C23_O5	0	23	28	5	0	0
1023	856	384.28746603699994	0.01044616974562384	-0.28271283774399913	2.0	O5	H40_C22_O5	0	22	40	5	0	0
1024	871	386.20924603699996	0.00748660314158031	-0.20266992773660933	8.0	O5	H30_C23_O5	0	23	30	5	0	0
1025	874	386.30324603699995	0.014057894806636946	0.05509402326287429	1.0	O5	H42_C22_O5	0	22	42	5	0	0
1026	916	393.071736037	0.007681777913379019	-0.23519116616716906	19.0	O5	H12_C24_13C_O5	0	25	12	5	0	0
1027	959	398.303236037	0.013664332445722445	0.02832766337615785	2.0	O5	H42_C23_O5	0	23	42	5	0	0
1028	974	400.224996037	0.007037178113575719	0.05410206806308217	8.0	O5	H32_C24_O5	0	24	32	5	0	0
1029	976	400.31884603699996	0.011125120305263709	-0.07192017128848792	1.0	O5	H44_C23_O5	0	23	44	5	0	0
1030	1045	412.31882603699995	0.010072095372261662	-0.11833318515260036	2.0	O5	H44_C24_O5	0	24	44	5	0	0
1031	1062	414.334416037	0.013158839875320587	-0.26274669880643114	1.0	O5	H46_C24_O5	0	24	46	5	0	0
1032	1121	424.318726037	0.007761818970887244	-0.3506585754645816	3.0	O5	H44_C25_O5	0	25	44	5	0	0
1033	1154	428.350196037	0.010819520847068257	0.049167714124688934	1.0	O5	H48_C25_O5	0	25	48	5	0	0
1034	1199	436.31884603699996	0.009764546494476709	-0.06598614806234927	4.0	O5	H44_C26_O5	0	26	44	5	0	0
1035	1211	438.334456037	0.007724991082336629	-0.1571060614890441	3.0	O5	H46_C26_O5	0	26	46	5	0	0
1036	1223	440.35018603699996	0.010118030899467662	0.025118645023848963	2.0	O5	H48_C26_O5	0	26	48	5	0	0
1037	1236	442.36581603699995	0.007177194865174169	-0.02037453999287633	1.0	O5	H50_C26_O5	0	26	50	5	0	0
1038	1270	448.31879603699997	0.007202040652426285	-0.17574770613628385	5.0	O5	H44_C27_O5	0	27	44	5	0	0
1039	236	280.134456037	0.011027875930295309	0.0362290315552486	0.0	O5S1	H24_C12_O5_S	0	12	24	5	0	1
1040	246	282.150076037	0.008757106317321406	-0.07061844613587542	-1.0	O5S1	H26_C12_O5_S	0	12	26	5	0	1
1041	301	294.150216037	0.0064815531763420635	0.40820979722020223	0.0	O5S1	H26_C13_O5_S	0	13	26	5	0	1
1042	312	296.165716037	0.009623700929135594	-0.10129126488066677	-1.0	O5S1	H28_C13_O5_S	0	13	28	5	0	1
1043	367	308.165756037	0.006672208274697607	0.03245331392310725	0.0	O5S1	H28_C14_O5_S	0	14	28	5	0	1
1044	378	310.18136603700003	0.30590118364784136	-0.09695295494093947	-1.0	O5S1	H30_C14_O5_S	0	14	30	5	0	1
1045	449	322.181446037	0.020205100794181124	0.15496547251437642	0.0	O5S1	H30_C15_O5_S	0	15	30	5	0	1
1046	539	338.212686037	0.1383237986434821	-0.030220628755168313	-1.0	O5S1	H34_C16_O5_S	0	16	34	5	0	1
1047	664	356.165736037	0.007907218355556054	-0.02807400873701419	4.0	O5S1	H28_C18_O5_S	0	18	28	5	0	1
1048	685	360.00940603699996	0.00734523607545729	0.4464911120746826	16.0	O5S1	H8_C20_O5_S	0	20	8	5	0	1
1049	732	366.244086037	0.0122665240999418	0.24473023170689745	-1.0	O5S1	H38_C18_O5_S	0	18	38	5	0	1
1050	807	378.056206037	0.0068324455982801	0.02782390510182929	14.0	O5S1	H14_C21_O5_S	0	21	14	5	0	1
1051	860	386.02491603699997	0.006911698196272829	0.053537994939059995	17.0	O5S1	H10_C22_O5_S	0	22	10	5	0	1
1052	879	388.040576037	0.007897818924796508	0.07883969334328204	16.0	O5S1	H12_C22_O5_S	0	22	12	5	0	1
1053	1	202.047766037	0.012436859292831032	0.13772485854463395	3.0	O6	H10_C8_O6	0	8	10	6	0	0
1054	7	204.063416037	0.008907549980386604	0.13600183977546745	2.0	O6	H12_C8_O6	0	8	12	6	0	0
1055	13	208.000826037	0.016116121809271966	0.1829271580678828	7.0	O6	H4_C9_O6	0	9	4	6	0	0
1056	16	210.016506037	0.033927344660065424	0.3236650360970237	6.0	O6	H6_C9_O6	0	9	6	6	0	0
1057	19	212.03213603700001	0.028062674137802758	0.2259138679784893	5.0	O6	H8_C9_O6	0	9	8	6	0	0
1058	23	214.047776037	0.013676836047802848	0.17672222856144296	4.0	O6	H10_C9_O6	0	9	10	6	0	0
1059	29	216.063426037	0.008541776161136392	0.17473109960131664	3.0	O6	H12_C9_O6	0	9	12	6	0	0
1060	36	218.07914603700002	0.008479143296395516	0.4937611044082713	2.0	O6	H14_C9_O6	0	9	14	6	0	0
1061	40	220.09472603700002	0.010118347524942391	0.17085825119814355	1.0	O6	H16_C9_O6	0	9	16	6	0	0
1062	42	222.01647603700002	0.0379220437536176	0.17104586414381828	7.0	O6	H6_C10_O6	0	10	6	6	0	0
1063	46	224.03213603700001	0.03571160991860714	0.21381307537035146	6.0	O6	H8_C10_O6	0	10	8	6	0	0
1064	50	226.047776037	0.01990487776071339	0.16734073063248212	5.0	O6	H10_C10_O6	0	10	10	6	0	0
1065	57	228.063416037	0.015224361680559613	0.1216898373888958	4.0	O6	H12_C10_O6	0	10	12	6	0	0
1066	64	230.07906603700002	0.012167029200765782	0.1203021225504246	3.0	O6	H14_C10_O6	0	10	14	6	0	0
1067	68	232.000846037	0.006583500370861556	0.2502102944047496	9.0	O6	H4_C11_O6	0	11	4	6	0	0
1068	72	232.094626037	0.007844271969511773	-0.2688343158999143	2.0	O6	H16_C10_O6	0	10	16	6	0	0
1069	73	234.01647603700002	0.019528555967314915	0.16227489893450842	8.0	O6	H6_C11_O6	0	11	6	6	0	0
1070	76	234.110426037	0.006591397382701809	0.3738876626426922	1.0	O6	H18_C10_O6	0	10	18	6	0	0
1071	80	236.032116037	0.03557846269814174	0.11820848992244608	7.0	O6	H8_C11_O6	0	11	8	6	0	0
1072	84	238.047796037	0.033983657431997036	0.24292180369028799	6.0	O6	H10_C11_O6	0	11	10	6	0	0
1073	91	240.063436037	0.01957412830647637	0.1989182559683388	5.0	O6	H12_C11_O6	0	11	12	6	0	0
1074	98	242.079086037	0.011999633658117398	0.19695629550473145	4.0	O6	H14_C11_O6	0	11	14	6	0	0
1075	107	244.09465603700002	0.015285172396735146	-0.13271490876174885	3.0	O6	H16_C11_O6	0	11	16	6	0	0
1076	110	246.01648603700002	0.015295919037847943	0.1950072565213083	9.0	O6	H6_C12_O6	0	12	6	6	0	0
1077	115	246.11030603700002	0.008706595241588466	-0.13192864834164145	2.0	O6	H18_C11_O6	0	11	18	6	0	0
1078	117	248.032106037	0.02930251430923645	0.07217210825153755	8.0	O6	H8_C12_O6	0	12	8	6	0	0
1079	121	248.126016037	0.008892330228400455	0.1106574813312327	1.0	O6	H20_C11_O6	0	11	20	6	0	0
1080	123	250.04773603700002	0.029327819513844063	-0.008690340681571861	7.0	O6	H10_C12_O6	0	12	10	6	0	0
1081	129	252.063376037	0.020511746358111708	-0.048586987103593375	6.0	O6	H12_C12_O6	0	12	12	6	0	0
1082	136	254.07907603700002	0.018267669514325825	0.14829635163014204	5.0	O6	H14_C12_O6	0	12	14	6	0	0
1083	145	256.09468603700003	0.015750320052479866	-0.009352009619171773	4.0	O6	H16_C12_O6	0	12	16	6	0	0
1084	152	258.01651603700003	0.00750699133881568	0.3022093358650939	10.0	O6	H6_C13_O6	0	13	6	6	0	0
1085	156	258.11035603700003	0.008369292881693127	0.06792056017514764	3.0	O6	H18_C12_O6	0	12	18	6	0	0
1086	160	260.032086037	0.02388503070745604	-0.008072080654187776	9.0	O6	H8_C13_O6	0	13	8	6	0	0
1087	164	260.125966037	0.007020682547176699	-0.08666185980385754	2.0	O6	H20_C12_O6	0	12	20	6	0	0
1088	167	262.047806037	0.024208084920988655	0.2588344507756779	8.0	O6	H10_C13_O6	0	13	10	6	0	0
1089	171	262.141566037	0.00997130913781617	-0.27701444315635826	1.0	O6	H22_C12_O6	0	12	22	6	0	0
1090	173	264.063396037	0.02054199029929079	0.029360373873574368	7.0	O6	H12_C13_O6	0	13	12	6	0	0
1091	180	266.079036037	0.02197774713946888	-0.00872297211167457	6.0	O6	H14_C13_O6	0	13	14	6	0	0
1092	186	268.09468603700003	0.02362496944253752	-0.008933411025348269	5.0	O6	H16_C13_O6	0	13	16	6	0	0
1093	191	270.016446037	0.0069073833981368425	0.029535237860574836	11.0	O6	H6_C14_O6	0	14	6	6	0	0
1094	196	270.11035603700003	0.020555120943978003	0.06490310192563824	4.0	O6	H18_C13_O6	0	13	18	6	0	0
1095	201	272.032116037	0.021236067485777183	0.10256509568207907	10.0	O6	H8_C14_O6	0	14	8	6	0	0
1096	206	272.126016037	0.01166997066384268	0.10089810738152373	3.0	O6	H20_C13_O6	0	13	20	6	0	0
1097	212	274.047696037	0.02844619140032297	-0.15388927060434632	9.0	O6	H10_C14_O6	0	14	10	6	0	0
1098	217	274.141626037	0.011166256783607671	-0.04602365632708035	2.0	O6	H22_C13_O6	0	13	22	6	0	0
1099	222	276.063396037	0.023375595839476696	0.02808412902713456	8.0	O6	H12_C14_O6	0	14	12	6	0	0
1100	228	278.079066037	0.022262514503930082	0.09953643911983387	7.0	O6	H14_C14_O6	0	14	14	6	0	0
1101	234	280.094696037	0.02304081717086521	0.02715153166096019	6.0	O6	H16_C14_O6	0	14	16	6	0	0
1102	240	282.016436037	0.007893913877274873	-0.007180432613214384	12.0	O6	H6_C15_O6	0	15	6	6	0	0
1103	244	282.110326037	0.026600522528883445	-0.044199020245808	5.0	O6	H18_C14_O6	0	14	18	6	0	0
1104	249	284.032086037	0.017892083409530392	-0.007390010052927361	11.0	O6	H8_C15_O6	0	15	8	6	0	0
1105	254	284.125976037	0.02571015927726548	-0.04414591090979896	4.0	O6	H20_C14_O6	0	14	20	6	0	0
1106	261	286.047776037	0.02358322144244335	0.1322401470674768	10.0	O6	H10_C15_O6	0	15	10	6	0	0
1107	265	286.141656037	0.015952957252133908	0.060749631133827336	3.0	O6	H22_C14_O6	0	14	22	6	0	0
1108	272	288.063366037	0.02555060797554489	-0.07722953567485069	9.0	O6	H12_C15_O6	0	15	12	6	0	0
1109	277	288.157296037	0.028599093567074286	0.025364618752059212	2.0	O6	H24_C14_O6	0	14	24	6	0	0
1110	284	290.079026037	0.02260383055734328	-0.04247463235771092	8.0	O6	H14_C15_O6	0	15	14	6	0	0
1111	290	292.094636037	0.02645947208823515	-0.17937679624110678	7.0	O6	H16_C15_O6	0	15	16	6	0	0
1112	294	294.016486037	0.006673654818533124	0.16317112220240967	13.0	O6	H6_C16_O6	0	16	6	6	0	0
1113	299	294.110326037	0.03854792850452747	-0.0423956553313678	6.0	O6	H18_C15_O6	0	15	18	6	0	0
1114	305	296.032056037	0.012810104852450542	-0.10843082462750628	12.0	O6	H8_C16_O6	0	16	8	6	0	0
1115	309	296.125986037	0.03511816996634284	-0.008587561084137645	5.0	O6	H20_C15_O6	0	15	20	6	0	0
1116	316	298.047716037	0.019444069736475226	-0.07439412837115883	11.0	O6	H10_C16_O6	0	16	10	6	0	0
1117	321	298.141616037	0.025006899952012	-0.07585992273423338	4.0	O6	H22_C15_O6	0	15	22	6	0	0
1118	329	300.063406037	0.020823746617570763	0.05916416214556802	10.0	O6	H12_C16_O6	0	16	12	6	0	0
1119	333	300.15727603700003	0.014046974331930182	-0.042281167457626785	3.0	O6	H24_C15_O6	0	15	24	6	0	0
1120	340	302.079026037	0.02308396825639641	-0.04078734014487752	9.0	O6	H14_C16_O6	0	16	14	6	0	0
1121	344	302.172906037	0.024237984299151125	-0.10843129646316864	2.0	O6	H26_C15_O6	0	15	26	6	0	0
1122	351	304.094696037	0.022006631453609427	0.025008657193383958	8.0	O6	H16_C16_O6	0	16	16	6	0	0
1123	357	306.110376037	0.021326678246632917	0.12260610195994034	7.0	O6	H18_C16_O6	0	16	18	6	0	0
1124	360	307.113676037	0.0068058645792596255	-0.05636023836370376	7.0	O6	H18_C15_13C_O6	0	16	18	6	0	0
1125	362	308.032016037	0.007721334368520663	-0.2340633317684233	13.0	O6	H8_C17_O6	0	17	8	6	0	0
1126	365	308.125976037	0.030497474371713237	-0.04070737620570783	6.0	O6	H20_C16_O6	0	16	20	6	0	0
1127	371	310.047806037	0.011969203466659063	0.2187630379312022	12.0	O6	H10_C17_O6	0	17	10	6	0	0
1128	375	310.141626037	0.03285959974665989	-0.04068141430382731	5.0	O6	H22_C16_O6	0	16	22	6	0	0
1129	384	312.063396037	0.013091690441307868	0.024844310907431184	11.0	O6	H12_C17_O6	0	17	12	6	0	0
1130	389	312.15727603700003	0.019277552674310642	-0.040655788046539854	4.0	O6	H24_C16_O6	0	16	24	6	0	0
1131	400	314.079036037	0.01998668198753186	-0.007389859699450232	10.0	O6	H14_C17_O6	0	17	14	6	0	0
1132	406	314.172916037	0.014775420903281076	-0.07246009703841469	3.0	O6	H26_C16_O6	0	16	26	6	0	0
1133	416	316.094736037	0.02173544483867696	0.1506035836504403	9.0	O6	H16_C17_O6	0	17	16	6	0	0
1134	421	316.188596037	0.08092565941787203	0.022647875766509947	2.0	O6	H28_C16_O6	0	16	28	6	0	0
1135	429	318.11035603700003	0.020181605321453574	0.05510980587818643	8.0	O6	H18_C17_O6	0	17	18	6	0	0
1136	436	320.032036037	0.006872899158933472	-0.16279307722990888	14.0	O6	H8_C18_O6	0	18	8	6	0	0
1137	441	320.126016037	0.021787402458245415	0.08576934898110251	7.0	O6	H20_C17_O6	0	17	20	6	0	0
1138	444	322.047756037	0.011921228498895264	0.055355144170174383	13.0	O6	H10_C18_O6	0	18	10	6	0	0
1139	447	322.141676037	0.029931757773515488	0.1160452150200052	6.0	O6	H22_C17_O6	0	17	22	6	0	0
1140	455	324.063416037	0.011497509113598665	0.08564064521603272	12.0	O6	H12_C18_O6	0	18	12	6	0	0
1141	458	324.157296037	0.02160745054260418	0.0225476953440792	5.0	O6	H24_C17_O6	0	17	24	6	0	0
1142	466	326.079056037	0.011461615580615626	0.05421691356187637	11.0	O6	H14_C18_O6	0	18	14	6	0	0
1143	471	326.172956037	0.014290813197525919	0.05284006448363774	4.0	O6	H26_C17_O6	0	17	26	6	0	0
1144	481	328.094676037	0.01903708183459803	-0.03777872944648097	10.0	O6	H16_C18_O6	0	18	16	6	0	0
1145	486	328.188546037	0.011599170724356641	-0.13053167308779126	3.0	O6	H28_C17_O6	0	17	28	6	0	0
1146	495	330.110346037	0.01137084340285121	0.022813583653761974	9.0	O6	H18_C18_O6	0	18	18	6	0	0
1147	499	330.204226037	0.024842232975954642	-0.03910610149579486	2.0	O6	H30_C17_O6	0	17	30	6	0	0
1148	507	332.125996037	0.024658431887875545	0.022452322522288987	8.0	O6	H20_C18_O6	0	18	20	6	0	0
1149	516	334.141586037	0.026725331945181032	-0.15746917515289652	7.0	O6	H22_C18_O6	0	18	22	6	0	0
1150	519	335.144856037	0.009160378526127538	-0.4101420550483579	7.0	O6	H22_C17_13C_O6	0	18	22	6	0	0
1151	524	336.063456037	0.008845910450468402	0.201607758234546	13.0	O6	H12_C19_O6	0	19	12	6	0	0
1152	527	336.157306037	0.035311711944026776	0.051490774334958085	6.0	O6	H24_C18_O6	0	18	24	6	0	0
1153	534	338.078986037	0.01021036447540647	-0.15475969273220333	12.0	O6	H14_C19_O6	0	19	14	6	0	0
1154	537	338.17294603700003	0.02618019600284054	0.021394378477060026	5.0	O6	H26_C18_O6	0	18	26	6	0	0
1155	542	339.176356037	0.007442331450202288	0.1839603465150592	5.0	O6	H26_C17_13C_O6	0	18	26	6	0	0
1156	551	340.188626037	0.014213323768843437	0.1092364564207744	4.0	O6	H28_C18_O6	0	18	28	6	0	0
1157	562	342.110346037	0.014875142406963516	0.02201336522419266	10.0	O6	H18_C19_O6	0	19	18	6	0	0
1158	566	342.204266037	0.10735877088325048	0.07915447796324232	3.0	O6	H30_C18_O6	0	18	30	6	0	0
1159	577	344.12601603699994	0.01578191741235484	0.07978763216918575	9.0	O6	H20_C19_O6	0	19	20	6	0	0
1160	581	344.21991603699996	0.05674564241396653	0.07847599387253759	2.0	O6	H32_C18_O6	0	18	32	6	0	0
1161	591	346.141646037	0.025388731649504986	0.02132941848865309	8.0	O6	H22_C19_O6	0	19	22	6	0	0
