exp	town	abundance	mw	error	C	H	O	N	S	y
SRFA	4	0.008927868	818.299766	0.061917407	40	50	18	0	0	4
SRFA	4	0.018346525	432.163176	0.032304927	19	28	11	0	0	8
SRFA	4	0.004335581	261.100106	-0.007996933	14	15	4	1	0	3
SRFA	4	0.012697162	538.277776	-0.040716896	28	42	10	0	0	7
SRFA	4	0.003194072	496.111596	-0.401367357	24	20	10	2	0	3
SRFA	4	0.006976356	746.220956	-0.154068308	39	38	15	0	0	3
SRFA	4	0.02804841	706.174486	-0.040699573	32	34	18	0	0	6
SRFA	4	0.086666667	532.230826	-0.040762389	28	36	10	0	0	9
SRFA	4	0.003461666	418.084246	0.29257022	27	14	5	0	0	3
SRFA	4	0.046812175	466.089996	-0.002207728	24	18	10	0	0	8
SRFA	4	0.044289996	672.059876	-0.004260037	29	20	19	0	0	7
SRFA	4	0.003165395	546.188916	-0.122362425	31	30	9	0	0	3
SRFA	4	0.014704605	788.086136	0.053736512	37	24	20	0	0	3
SRFA	4	0.004817258	632.319646	-0.02653563	34	48	11	0	0	3
SRFA	4	0.002521566	602.047646	-0.381047914	25	18	14	2	1	1
SRFA	4	0.035532726	726.143216	0.001937634	34	30	18	0	0	5
SRFA	4	0.003448625	896.070316	0.14416391	34	28	25	2	1	1
SRFA	4	0.004898328	566.078956	-0.145423176	38	14	6	0	0	1
SRFA	4	0.023495393	640.215596	0.006849255	33	36	13	0	0	7
SRFA	4	0.016435218	421.064486	-0.058347357	18	15	11	1	0	7
SRFA	4	0.049761828	342.110346	0.022013365	19	18	6	0	0	8
SRFA	4	0.001529124	348.230036	-0.068078562	21	32	4	0	0	4
SRFA	4	0.005773536	392.001596	0.051175812	16	8	12	0	0	7
SRFA	4	0.003393319	325.043406	0.076482093	13	11	9	1	0	7
SRFA	4	0.038663147	664.163996	0.06921935	30	32	17	0	0	7
SRFA	4	0.17	396.178416	-0.0053486	20	28	8	0	0	9
SRFA	4	0.00269223	418.178046	0.052310255	26	26	5	0	0	3
SRFA	4	0.00158366	260.116116	0.09036349	14	16	3	2	0	2
SRFA	4	0.006900041	250.099386	0.024946083	17	14	2	0	0	4
SRFA	4	0.005219291	480.272266	-0.109444171	26	40	8	0	0	5
SRFA	4	0.00276285	617.043916	-0.410226879	29	15	15	1	0	1
SRFA	4	0.037050305	584.189376	-0.001415637	30	32	12	0	0	7
SRFA	4	0.011145876	426.073976	0.05407277	25	14	7	0	0	4
SRFA	4	0.031107706	554.178786	-0.047120172	29	30	11	0	0	8
SRFA	4	0.009357512	469.100856	-0.085431522	23	19	10	1	0	7
SRFA	4	0.007600147	922.180586	0.214611978	43	38	23	0	0	2
SRFA	4	0.031413549	288.136166	0.023381306	17	20	4	0	0	8
SRFA	4	0.009514535	634.298906	-0.033651327	33	46	12	0	0	5
SRFA	4	0.001787566	948.363246	-0.497285193	68	52	3	0	1	1
SRFA	4	0.003890605	326.188306	0.340769421	21	26	3	0	0	4
SRFA	4	0.025262048	186.068096	0.088069907	12	10	2	0	0	3
SRFA	4	0.013363458	858.149056	-0.037220807	38	34	23	0	0	3
SRFA	4	0.003541925	368.001556	-0.054181836	14	8	12	0	0	7
SRFA	4	0.029785053	394.032476	-0.015463192	20	10	9	0	0	8
SRFA	4	0.004869012	553.062016	0.012353045	33	15	6	1	1	3
SRFA	4	0.006355605	902.154446	0.302275294	43	34	22	0	0	3
SRFA	4	0.020310671	582.210076	-0.062281643	31	34	11	0	0	7
SRFA	4	0.001433003	236.120056	-0.250698738	17	16	1	0	0	2
SRFA	4	0.089166667	490.220286	0.006158456	26	34	9	0	0	9
SRFA	4	0.006201689	497.153376	0.10127257	22	27	12	1	0	3
SRFA	4	0.002709852	338.094376	0.24134977	23	14	3	0	0	3
SRFA	4	0.008674084	190.047756	0.093802739	7	10	6	0	0	4
SRFA	4	0.014585958	778.231956	-0.094672288	36	42	19	0	0	3
SRFA	4	0.004303441	719.112446	0.274257526	34	25	17	1	0	2
SRFA	4	0.02559208	716.231646	0.014404558	35	40	16	0	0	5
SRFA	4	0.004800387	848.253096	0.390082867	43	44	18	0	0	2
SRFA	4	0.034259412	366.022316	0.012641306	15	10	11	0	0	8
SRFA	4	0.009312863	840.247726	0.055042101	41	44	19	0	0	4
SRFA	4	0.004243286	577.122226	0.347406478	29	23	12	1	0	1
SRFA	4	0.004339361	561.054476	0.242671622	27	15	13	1	0	3
SRFA	4	0.004960233	454.093176	-0.424972253	20	22	10	0	1	4
SRFA	4	0.002267996	357.142306	-0.170643463	16	23	8	1	0	4
SRFA	4	0.118333333	496.085296	-0.019478505	21	20	14	0	0	8
SRFA	4	0.011292708	501.054346	0.012278109	22	15	13	1	0	5
SRFA	4	0.091666667	562.168646	0.00819505	27	30	13	0	0	8
SRFA	4	0.024654535	294.089216	0.023662887	18	14	4	0	0	6
SRFA	4	0.007712277	469.085686	0.098071635	19	19	13	1	0	6
SRFA	4	0.011042291	786.106726	-0.131133594	38	26	19	0	0	4
SRFA	4	0.028674739	566.033296	0.045790592	26	14	15	0	0	8
SRFA	4	0.052639556	194.057916	0.036623087	10	10	4	0	0	5
SRFA	4	0.019629456	566.178786	-0.046121474	30	30	11	0	0	7
SRFA	4	0.015605101	720.169106	0.098050582	36	32	16	0	0	2
SRFA	4	0.005999236	313.095046	0.074328867	17	15	5	1	0	4
SRFA	4	0.003977754	330.125626	0.095269793	22	18	3	0	0	4
SRFA	4	0.1125	504.126766	-0.020889587	24	24	12	0	0	8
SRFA	4	0.049352078	234.089206	-0.012990774	13	14	4	0	0	7
SRFA	4	0.004188408	372.230096	0.09750152	23	32	4	0	0	3
SRFA	4	0.006469333	480.084756	0.496422761	28	16	8	0	0	3
SRFA	4	0.017889693	433.100906	0.022913829	20	19	10	1	0	8
SRFA	4	0.004826957	451.102866	-0.487786748	31	17	1	1	1	3
SRFA	4	0.00416158	982.165396	0.268784668	44	38	26	0	0	1
SRFA	4	0.014325667	662.293876	0.051359376	34	46	13	0	0	5
SRFA	4	0.002875685	994.237996	0.093513827	47	46	24	0	0	2
SRFA	4	0.065696304	320.162376	0.006087536	18	24	5	0	0	8
SRFA	4	0.020660776	662.127206	0.053577318	33	26	15	0	0	6
SRFA	4	0.011750978	585.111886	0.05335048	27	23	14	1	0	5
SRFA	4	0.00396476	505.064506	-0.009044389	25	15	11	1	0	2
SRFA	4	0.002723957	319.048086	0.042294565	18	9	5	1	0	4
SRFA	4	0.101666667	444.126766	-0.023711699	19	24	12	0	0	9
SRFA	4	0.003027558	666.304326	0.470198058	37	46	11	0	0	2
SRFA	4	0.015733242	204.005876	0.013180993	10	4	5	0	0	5
SRFA	4	0.030627262	420.084526	0.01981744	23	16	8	0	0	7
SRFA	4	0.009493732	696.023556	0.090004138	30	16	20	0	0	2
SRFA	4	0.047743028	570.158456	-0.025734951	25	30	15	0	0	8
SRFA	4	0.008030924	512.114186	0.159317985	26	24	9	0	1	2
SRFA	4	0.076752762	302.079046	0.025420499	16	14	6	0	0	8
SRFA	4	0.009905657	473.072006	-0.367571951	29	15	4	1	1	5
SRFA	4	0.00493674	406.137656	0.098693139	19	22	8	2	0	6
SRFA	4	0.047433567	510.043416	-0.048625272	24	14	13	0	0	8
SRFA	4	0.004368223	494.153716	0.113355416	22	26	11	2	0	3
SRFA	4	0.006264101	422.079056	0.041885518	26	14	6	0	0	3
SRFA	4	0.021799495	510.188946	-0.072194822	28	30	9	0	0	8
SRFA	4	0.077328672	278.079046	0.02761445	14	14	6	0	0	8
SRFA	4	0.057389878	256.167456	-0.013315509	14	24	4	0	0	8
SRFA	4	0.030193679	720.096256	-0.011624835	34	24	18	0	0	4
SRFA	4	0.004822808	352.149796	0.267127799	22	24	2	0	1	2
SRFA	4	0.027171574	562.277776	-0.038978955	30	42	10	0	0	8
SRFA	4	0.003530087	550.569026	0.261582096	37	74	2	0	0	3
SRFA	4	0.043011233	588.038756	0.01116423	25	16	17	0	0	8
SRFA	4	0.021198193	178.099396	0.091179422	11	14	2	0	0	4
SRFA	4	0.034099153	558.028176	-0.015628243	24	14	16	0	0	8
SRFA	4	0.005170761	495.043696	-0.159852556	23	13	12	1	0	5
SRFA	4	0.126666667	496.194466	0.007684487	24	32	11	0	0	9
SRFA	4	0.062179817	546.246496	-0.003238465	29	38	10	0	0	8
SRFA	4	0.022992871	824.107446	0.270499922	37	28	22	0	0	4
SRFA	4	0.062323289	354.073956	0.008582953	19	14	7	0	0	8
SRFA	4	0.005913522	670.283646	-0.037692998	32	46	15	0	0	5
SRFA	4	0.005229157	526.035726	-0.243407422	28	14	9	0	1	1
SRFA	4	0.004508506	579.195416	0.38930902	27	33	13	1	0	2
SRFA	4	0.016905695	260.141256	0.043733932	16	20	3	0	0	7
SRFA	4	0.001234239	254.188156	-0.152819866	15	26	3	0	0	2
SRFA	4	0.012250508	498.028156	-0.05766943	19	14	16	0	0	8
SRFA	4	0.01324277	674.293846	0.005954377	35	46	13	0	0	6
SRFA	4	0.028945024	232.109936	-0.03651287	14	16	3	0	0	7
SRFA	4	0.00215783	479.134286	-0.209106305	33	21	1	1	1	2
SRFA	4	0.0027591	402.142896	0.484213452	20	22	7	2	0	3
SRFA	4	0.006296321	360.178426	0.021880822	17	28	8	0	0	7
SRFA	4	0.002820016	233.105176	-0.074850333	13	15	3	1	0	2
SRFA	4	0.004954714	912.102096	-0.045739397	43	28	23	0	0	1
SRFA	4	0.0040279	565.996906	0.037857098	25	10	16	0	0	4
SRFA	4	0.003460046	288.115036	0.021397703	20	16	2	0	0	4
SRFA	4	0.034803279	684.169066	0.044744788	33	32	16	0	0	6
SRFA	4	0.005535863	398.082526	0.290721125	21	18	6	0	1	1
SRFA	4	0.012989167	426.225376	0.017969367	22	34	8	0	0	8
SRFA	4	0.001976519	896.295296	0.303508231	41	52	22	0	0	1
SRFA	4	0.005291007	430.101356	0.292003264	20	18	9	2	0	4
SRFA	4	0.019523064	454.199156	0.005387505	26	30	7	0	0	7
SRFA	4	0.007196671	834.294696	0.0791411	40	50	19	0	0	3
SRFA	4	0.00396356	607.190176	0.116678436	28	33	14	1	0	2
SRFA	4	0.062903118	342.037566	-0.004248072	17	10	8	0	0	9
SRFA	4	0.006298825	360.087866	-0.065603432	15	20	8	0	1	8
SRFA	4	0.001313146	220.019446	0.13644703	11	8	3	0	1	2
SRFA	4	0.006684006	456.121056	0.335036057	27	20	7	0	0	3
SRFA	4	0.003401243	443.142866	0.237083812	19	25	11	1	0	4
SRFA	4	0.007367459	950.139216	0.314458129	43	34	25	0	0	3
SRFA	4	0.01889468	510.028156	-0.056312577	20	14	16	0	0	8
SRFA	4	0.040405646	554.236356	0.052235837	27	38	12	0	0	9
SRFA	4	0.006543383	648.220516	-0.248333701	35	36	12	0	0	3
SRFA	4	0.002981741	531.041516	0.456209153	30	13	7	1	1	1
SRFA	4	0.002792474	360.082146	0.360265016	22	16	3	0	1	2
SRFA	4	0.057473405	286.068866	-0.005596554	12	14	8	0	0	9
SRFA	4	0.010798442	714.085686	-0.019125156	35	22	17	0	0	3
SRFA	4	0.007247973	431.996556	0.151438707	18	8	13	0	0	6
SRFA	4	0.028840033	704.231586	-0.070549236	34	40	16	0	0	6
SRFA	4	0.072117765	428.110726	-0.015096562	22	20	9	0	0	9
SRFA	4	0.003779606	600.017866	0.409976126	29	12	15	0	0	2
SRFA	4	0.001608026	282.019846	0.127746329	12	10	6	0	1	3
SRFA	4	0.002160993	335.993856	-0.396373319	14	8	8	0	1	3
SRFA	4	0.013646113	840.175006	0.115767548	39	36	21	0	0	3
SRFA	4	0.01029867	780.262966	0.03866517	40	44	16	0	0	3
SRFA	4	0.00261592	840.196756	-0.345332207	58	32	5	0	1	1
SRFA	4	0.001021018	177.115396	0.179724636	11	15	1	1	0	1
SRFA	4	0.029370253	510.152606	0.017004716	27	26	10	0	0	8
SRFA	4	0.003883403	616.012746	0.34309842	29	12	16	0	0	1
SRFA	4	0.009128477	398.209306	-0.045887928	24	30	5	0	0	5
SRFA	4	0.058833568	274.084126	0.008460906	15	14	5	0	0	8
SRFA	4	0.009950095	383.064126	0.024606846	19	13	8	1	0	7
SRFA	4	0.002983983	878.103306	-0.26613839	58	22	8	0	1	1
SRFA	4	0.002643253	334.014866	0.423295531	15	10	7	0	1	2
SRFA	4	0.006341837	698.054566	0.238507143	34	18	17	0	0	3
SRFA	4	0.042890363	712.127616	0.072291818	33	28	18	0	0	6
SRFA	4	0.1525	454.183886	-0.025260694	22	30	10	0	0	9
SRFA	4	0.015889496	612.059996	0.191381565	24	20	19	0	0	6
SRFA	4	0.070725096	254.115426	0.008543362	13	18	5	0	0	8
SRFA	4	0.005487299	259.084466	0.030823924	14	13	4	1	0	5
SRFA	4	0.020617768	230.079036	-0.010087838	10	14	6	0	0	8
SRFA	4	0.005501591	786.179656	0.071102069	40	34	17	0	0	3
SRFA	4	0.006643361	542.139686	-0.441223925	31	26	7	0	1	1
SRFA	4	0.005540293	470.266836	-0.006823785	28	38	6	0	0	3
SRFA	4	0.005835934	476.143086	-0.019471038	22	24	10	2	0	4
SRFA	4	0.010396693	567.064926	0.037805195	26	17	14	1	0	3
SRFA	4	0.008594693	341.053536	-0.046502963	17	11	7	1	0	6
SRFA	4	0.004066409	308.198776	0.053345442	18	28	4	0	0	6
SRFA	4	0.006339957	640.123726	0.287727189	22	28	20	2	0	1
SRFA	4	0.064313016	644.064966	0.002759038	28	20	18	0	0	8
SRFA	4	0.005721527	546.112306	0.214027406	24	22	13	2	0	1
SRFA	4	0.12	456.090386	-0.011013168	19	20	13	0	0	9
SRFA	4	0.020895188	798.164406	0.077651922	37	34	20	0	0	3
SRFA	4	0.00473574	468.036266	0.038383778	19	16	12	0	1	5
SRFA	4	0.003660934	826.217466	-0.381958761	58	34	4	0	1	1
SRFA	4	0.031527738	454.162746	-0.048539869	25	26	8	0	0	8
SRFA	4	0.012967224	558.079896	0.124876385	29	18	12	0	0	5
SRFA	4	0.010835258	708.299356	0.048935524	35	48	15	0	0	4
SRFA	4	0.009767098	355.069176	-0.073039289	18	13	7	1	0	6
SRFA	4	0.007833413	490.017216	-0.020433976	24	10	12	0	0	5
SRFA	4	0.002174892	824.346686	0.024801459	40	56	18	0	0	2
SRFA	4	0.005395286	363.074276	-0.031106583	20	13	6	1	0	5
SRFA	4	0.001384171	255.037916	0.05573289	10	9	7	1	0	3
SRFA	4	0.01531724	670.210926	0.038422233	30	38	17	0	0	6
SRFA	4	0.05370148	398.194076	0.019606018	20	30	8	0	0	9
SRFA	4	0.023208435	668.158966	0.151660017	29	32	18	0	0	7
SRFA	4	0.002234435	318.022306	-0.016895041	11	10	11	0	0	3
SRFA	4	0.00685665	652.123766	0.343770633	23	28	20	2	0	1
SRFA	4	0.046336312	664.127646	0.122688764	29	28	18	0	0	7
SRFA	4	0.005525929	174.089236	0.154857363	8	14	4	0	0	4
SRFA	4	0.002119719	404.158536	0.456872696	20	24	7	2	0	4
SRFA	4	0.086666667	544.121666	-0.046259874	26	24	13	0	0	7
SRFA	4	0.004920578	398.030746	-0.056983035	16	14	10	0	1	7
SRFA	4	0.004946898	391.030126	-0.483405209	24	9	3	1	1	6
SRFA	4	0.061507166	312.063386	-0.00720046	17	12	6	0	0	8
SRFA	4	0.002819594	990.243346	0.361138503	48	46	23	0	0	1
SRFA	4	0.026740573	650.257456	-0.000734	32	42	14	0	0	7
SRFA	4	0.003041905	326.082436	0.078909494	15	18	6	0	1	5
SRFA	4	0.011134889	488.037966	0.009329192	25	12	11	0	0	5
SRFA	4	0.194166667	368.074346	-0.002594584	16	16	10	0	0	9
SRFA	4	0.002576877	488.183396	-0.220161113	29	28	7	0	0	3
SRFA	4	0.007042973	484.043056	0.018992112	26	12	10	0	0	3
SRFA	4	0.038672645	382.032496	0.036402662	19	10	9	0	0	8
SRFA	4	0.007667437	576.293526	0.135363311	31	44	10	0	0	5
SRFA	4	0.0975	388.152206	0.006876169	21	24	7	0	0	9
SRFA	4	0.002772278	508.149516	-0.365898213	35	24	2	0	1	1
SRFA	4	0.086666667	478.220276	-0.014597875	25	34	9	0	0	9
SRFA	4	0.00295626	584.298686	0.261251657	33	44	9	0	0	2
SRFA	4	0.007724516	514.001886	-0.163293175	22	10	15	0	0	7
SRFA	4	0.016247613	786.237006	-0.138682101	38	42	18	0	0	3
SRFA	4	0.007379284	426.110476	0.322759021	26	18	6	0	0	3
SRFA	4	0.025621171	464.110716	-0.03547214	25	20	9	0	0	7
SRFA	4	0.00149712	242.167096	0.126288833	17	22	1	0	0	2
SRFA	4	0.007830921	481.158446	0.072716171	22	27	11	1	0	7
SRFA	4	0.005533218	440.041326	-0.01680524	18	16	11	0	1	7
SRFA	4	0.168333333	452.095486	0.021272055	20	20	12	0	0	9
SRFA	4	0.025551993	678.049366	0.076470833	31	18	18	0	0	6
SRFA	4	0.003327432	717.096766	0.233296269	34	23	17	1	0	1
SRFA	4	0.032870737	784.112306	-0.003110524	35	28	21	0	0	4
SRFA	4	0.14	536.189366	-0.020192493	26	32	12	0	0	8
SRFA	4	0.001720895	302.130736	0.18565142	21	18	2	0	0	3
SRFA	4	0.019805565	762.164436	0.120681307	34	34	20	0	0	5
SRFA	4	0.021826501	210.125596	0.006905394	12	18	3	0	0	7
SRFA	4	0.002392942	516.178636	0.42210387	30	28	8	0	0	3
SRFA	4	0.004208071	420.099836	0.148167161	27	16	5	0	0	3
SRFA	4	0.009675253	502.108786	0.320534124	28	22	7	0	1	1
SRFA	4	0.08127427	420.032876	-0.000207	18	12	12	0	0	8
SRFA	4	0.004944155	392.095476	-0.000977	15	20	12	0	0	7
SRFA	4	0.005429024	712.076656	-0.386075007	50	16	4	0	1	1
SRFA	4	0.002179987	380.223106	-0.407484442	18	36	6	0	1	2
SRFA	4	0.007618823	690.034176	0.170906028	28	18	21	0	0	4
SRFA	4	0.002935088	1046.160146	0.094967296	48	38	27	0	0	1
SRFA	4	0.003721445	478.020636	0.079576062	20	14	12	0	1	4
SRFA	4	0.003662572	544.176516	-0.346775347	28	32	9	0	1	1
SRFA	4	0.002480784	378.183206	0.255206996	24	26	4	0	0	3
SRFA	4	0.05583355	232.073556	-0.01278474	13	12	4	0	0	7
SRFA	4	0.010744165	481.085636	-0.008306213	20	19	13	1	0	6
SRFA	4	0.006066185	474.127426	-0.040489115	22	22	10	2	0	6
SRFA	4	0.022406243	772.075946	0.029879185	33	24	22	0	0	4
SRFA	4	0.007311945	408.116956	0.185037644	18	20	9	2	0	7
SRFA	4	0.021811773	734.206046	0.314776759	34	38	18	0	0	5
SRFA	4	0.003307858	453.118626	-0.243018039	31	19	1	1	1	3
SRFA	4	0.003320648	988.191426	0.478851554	47	40	24	0	0	1
SRFA	4	0.12	534.064576	0.010805809	23	18	15	0	0	8
SRFA	4	0.063517489	318.146726	0.006358701	18	22	5	0	0	8
SRFA	4	0.002300091	792.335766	0.074656481	43	52	14	0	0	2
SRFA	4	0.064759721	584.116606	0.000324	28	24	14	0	0	8
SRFA	4	0.040322174	702.070546	0.145887049	30	22	20	0	0	6
SRFA	4	0.004496378	500.187046	0.341018428	27	32	7	0	1	1
SRFA	4	0.004690461	393.048456	-0.026714263	20	11	8	1	0	4
SRFA	4	0.01517492	520.082816	0.02256756	27	20	9	0	1	1
SRFA	4	0.005251498	421.173686	0.044893593	21	27	8	1	0	4
SRFA	4	0.008626147	560.022746	0.072555982	27	12	14	0	0	4
SRFA	4	0.008066716	354.183076	-0.094541502	22	26	4	0	0	4
SRFA	4	0.007004363	514.145006	-0.008878818	30	26	6	0	1	1
SRFA	4	0.005375288	287.042986	-0.003992434	14	9	6	1	0	5
SRFA	4	0.125833333	460.136936	-0.024451417	23	24	10	0	0	9
SRFA	4	0.072763776	594.085726	0.044342085	25	22	17	0	0	7
SRFA	4	0.01517367	762.273576	0.098986771	37	46	17	0	0	4
SRFA	4	0.029873479	578.106026	-0.026114587	29	22	13	0	0	7
SRFA	4	0.001217195	223.011656	-0.138997219	9	5	6	1	0	2
SRFA	4	0.006219138	354.001196	0.039703256	17	6	9	0	0	5
SRFA	4	0.00148177	207.126006	0.372324082	12	17	2	1	0	1
SRFA	4	0.009478765	292.109936	-0.029013049	19	16	3	0	0	5
SRFA	4	0.005426552	269.068816	0.029955162	15	11	4	1	0	4
SRFA	4	0.001317222	304.142406	0.324574929	16	20	4	2	0	1
SRFA	4	0.004771728	916.300176	0.072763273	44	52	21	0	0	2
SRFA	4	0.069040448	658.080666	0.078566356	29	22	18	0	0	7
SRFA	4	0.015795816	448.246106	0.004963791	25	36	7	0	0	7
SRFA	4	0.003428163	324.030436	0.189219879	14	12	7	0	1	4
SRFA	4	0.004718221	424.082656	-0.349608733	19	20	9	0	1	6
SRFA	4	0.002672694	900.211546	0.279664265	45	40	20	0	0	2
SRFA	4	0.012476191	356.068496	0.062889585	22	12	5	0	0	4
SRFA	4	0.074459178	560.225746	-0.029157889	29	36	11	0	0	9
SRFA	4	0.012895125	722.221116	0.062350711	37	38	15	0	0	4
SRFA	4	0.106666667	532.158086	0.017515472	26	28	12	0	0	8
SRFA	4	0.068769308	264.099776	0.008500575	14	16	5	0	0	8
SRFA	4	0.003021387	393.121256	0.047018572	22	19	6	1	0	3
SRFA	4	0.001489327	320.083006	-0.227862769	15	16	4	2	1	1
SRFA	4	0.032421841	690.216026	0.05851936	33	38	16	0	0	5
SRFA	4	0.056386778	424.209716	-0.005344055	22	32	8	0	0	9
SRFA	4	0.001445354	244.004176	0.065986576	9	8	6	0	1	3
SRFA	4	0.021825507	268.021926	0.032165279	11	8	8	0	0	8
SRFA	4	0.004771717	469.137326	0.094675903	24	23	9	1	0	4
SRFA	4	0.023597692	708.153756	-0.032912344	31	32	19	0	0	5
SRFA	4	0.057875289	618.194846	-0.016468918	30	34	14	0	0	7
SRFA	4	0.014380322	788.252946	0.229480906	38	44	18	0	0	2
SRFA	4	0.029136278	522.116196	-0.030294023	27	22	11	0	0	7
SRFA	4	0.003636889	381.996136	0.103181672	18	6	10	0	0	5
SRFA	4	0.002590188	381.178716	-0.095629683	19	27	7	1	0	3
SRFA	4	0.006731551	952.154656	0.093162386	43	36	25	0	0	1
SRFA	4	0.002437479	1002.300806	0.301984193	47	54	24	0	0	1
SRFA	4	0.003823214	894.294916	0.319835207	45	50	19	0	0	2
SRFA	4	0.010871006	230.130676	-0.016986002	15	18	2	0	0	7
SRFA	4	0.003587265	996.217166	-0.001597041	46	44	25	0	0	1
SRFA	4	0.236666667	424.173316	-0.039509793	21	28	9	0	0	9
SRFA	4	0.225833333	382.089996	-0.002693083	17	18	10	0	0	9
SRFA	4	0.015894786	716.101346	-0.005210156	35	24	17	0	0	3
SRFA	4	0.004452667	384.015116	-0.006788795	15	12	10	0	1	7
SRFA	4	0.030771689	702.215946	-0.056405726	34	38	16	0	0	6
SRFA	4	0.006098531	541.062056	0.086555691	32	15	6	1	1	4
SRFA	4	0.010350168	740.216396	0.02215163	33	40	19	0	0	5
SRFA	4	0.003546104	356.144726	0.30725992	21	24	3	0	1	2
SRFA	4	0.012823544	462.131476	0.017533971	26	22	8	0	0	4
SRFA	4	0.005035728	391.163106	0.009259564	20	25	7	1	0	5
SRFA	4	0.008287446	588.205536	0.1956884	26	36	15	0	0	7
SRFA	4	0.030292488	496.027776	-0.02968987	23	12	13	0	0	8
SRFA	4	0.012764331	800.252826	0.076087204	39	44	18	0	0	3
SRFA	4	0.057550433	688.091186	0.010157084	30	24	19	0	0	7
SRFA	4	0.00403941	448.188546	-0.095582541	27	28	6	0	0	3
SRFA	4	0.031332342	472.048926	0.012382191	18	16	15	0	0	8
SRFA	4	0.002523136	427.105726	0.324411479	25	17	6	1	0	2
SRFA	4	0.056436973	180.042276	0.095427587	9	8	4	0	0	5
SRFA	4	0.109166667	402.131476	0.020150126	21	22	8	0	0	9
SRFA	4	0.003373062	562.568716	-0.295041291	38	74	2	0	0	3
SRFA	4	0.002797627	696.038996	0.35424021	34	16	17	0	0	1
SRFA	4	0.005454133	766.029236	0.343708814	33	18	22	0	0	3
SRFA	4	0.003079113	721.055426	0.413510514	32	19	19	1	0	1
SRFA	4	0.063624717	252.099776	0.008905204	13	16	5	0	0	8
SRFA	4	0.012285082	590.142426	-0.001025176	31	26	12	0	0	4
SRFA	4	0.003552571	500.142926	-0.338445255	24	24	10	2	0	3
SRFA	4	0.005297844	770.148306	0.007851735	39	30	17	0	0	3
SRFA	4	0.004175512	504.036026	-0.440514147	22	16	12	0	1	5
SRFA	4	0.001869834	403.017576	0.038841978	17	9	11	1	0	4
SRFA	4	0.076510869	500.152986	-0.010634746	22	28	13	0	0	7
SRFA	4	0.018633272	266.006276	0.032687199	11	6	8	0	0	8
SRFA	4	0.063089019	470.121306	0.018767497	24	22	10	0	0	9
SRFA	4	0.015593261	668.028656	0.115691145	29	16	19	0	0	6
SRFA	4	0.002010845	250.026596	-0.050974577	15	6	4	0	0	2
SRFA	4	0.119166667	298.141646	0.024763397	15	22	6	0	0	9
SRFA	4	0.001073528	183.089536	-0.040275377	9	13	3	1	0	1
SRFA	4	0.008462892	371.085256	0.026942596	15	17	10	1	0	8
SRFA	4	0.008687658	874.107716	0.113174839	37	30	25	0	0	3
SRFA	4	0.115833333	348.048136	0.011012844	16	12	9	0	0	9
SRFA	4	0.034822368	722.111916	0.002153406	34	26	18	0	0	4
SRFA	4	0.005834281	551.106406	0.055470232	27	21	12	1	0	3
SRFA	4	0.039224998	474.100956	0.000555	19	22	14	0	0	8
SRFA	4	0.006510372	475.038696	0.013106301	20	13	13	1	0	4
SRFA	4	0.004633858	730.029296	0.442846612	30	18	22	0	0	2
SRFA	4	0.103333333	532.121706	0.027867685	25	24	13	0	0	9
SRFA	4	0.003468843	524.180746	-0.48853187	36	28	2	0	1	1
SRFA	4	0.006006498	928.190966	0.014217979	42	40	24	0	0	2
SRFA	4	0.00871845	461.072096	-0.181941177	28	15	4	1	1	4
SRFA	4	0.005701388	427.126726	0.021375389	22	21	8	1	0	3
SRFA	4	0.014108636	766.210926	0.033608239	38	38	17	0	0	3
SRFA	4	0.031069629	256.058306	0.012157387	11	12	7	0	0	8
SRFA	4	0.018107953	540.017666	0.085169436	24	12	15	0	0	8
SRFA	4	0.053309047	598.132256	0.000192	29	26	14	0	0	7
SRFA	4	0.001797821	1072.176276	-0.399847497	72	32	9	0	1	1
SRFA	4	0.018187614	764.158936	0.093348382	37	32	18	0	0	3
SRFA	4	0.004288533	850.304736	-0.076082135	44	50	17	0	0	2
SRFA	4	0.012400698	522.098496	0.079799119	27	22	9	0	1	1
SRFA	4	0.003255886	252.172536	-0.034781742	15	24	3	0	0	7
SRFA	4	0.003790927	952.227716	0.396637268	45	44	23	0	0	3
SRFA	4	0.006079787	345.121246	0.024582665	18	19	6	1	0	5
SRFA	4	0.265	440.131856	-0.013384625	20	24	11	0	0	9
SRFA	4	0.109166667	306.110336	-0.008065719	16	18	6	0	0	9
SRFA	4	0.004306424	401.147446	-0.01571492	21	23	7	1	0	5
SRFA	4	0.017395676	750.164496	0.202594232	33	34	20	0	0	6
SRFA	4	0.070001488	384.048136	0.00998052	19	12	9	0	0	9
SRFA	4	0.003244472	663.158946	0.212609663	33	29	14	1	0	1
SRFA	4	0.061141529	510.079836	0.018998987	25	18	12	0	0	9
SRFA	4	0.007940205	938.139196	0.297161659	42	34	25	0	0	1
SRFA	4	0.002773653	701.065546	0.352954159	33	19	17	1	0	1
SRFA	4	0.001686169	179.094646	0.096407125	10	13	2	1	0	2
SRFA	4	0.002633381	588.584526	-0.010287392	40	76	2	0	0	1
SRFA	4	0.038307013	182.021546	0.124243533	8	6	5	0	0	4
SRFA	4	0.005032218	594.304086	0.12332912	31	46	11	0	0	4
SRFA	4	0.001405603	240.151416	0.002735774	17	20	1	0	0	2
