exp	town	abundance	mw	error	C	H	O	N	S	y
SRFA	1	0.023237384	383.121736	0.272733156	17	21	9	1	0	7
SRFA	1	0.167149866	524.059066	-0.047466024	25	16	13	0	0	8
SRFA	1	0.049730391	449.059526	0.224451313	19	15	12	1	0	8
SRFA	1	0.10077896	636.038576	-0.272680002	29	16	17	0	0	7
SRFA	1	0.00645039	248.177666	0.144529524	16	24	2	0	0	7
SRFA	1	0.026787705	481.158486	0.155848857	22	27	11	1	0	7
SRFA	1	0.039931662	328.094696	0.023179284	18	16	6	0	0	8
SRFA	1	0.037002597	498.246526	0.056660706	25	38	10	0	0	7
SRFA	1	0.040262202	435.116566	0.045619959	20	21	10	1	0	8
SRFA	1	0.017091524	431.121706	0.172781836	21	21	9	1	0	7
SRFA	1	0.156907098	658.189676	-0.144063335	32	34	15	0	0	7
SRFA	1	0.029441984	618.100616	0.280826447	44	14	3	2	0	1
SRFA	1	0.295511023	518.033276	0.011425907	22	14	15	0	0	8
SRFA	1	0.578182745	452.095506	0.065510494	20	20	12	0	0	9
SRFA	1	0.102188735	678.049156	-0.233241202	31	18	18	0	0	6
SRFA	1	0.02003851	328.021946	0.087253308	16	8	8	0	0	8
SRFA	1	0.253185931	598.095806	-0.107636602	28	22	15	0	0	8
SRFA	1	0.039346247	720.044396	-0.314956968	29	20	22	0	0	2
SRFA	1	0.048923952	594.173626	-0.16956828	31	30	12	0	0	6
SRFA	1	0.091300816	750.070206	-0.316739684	34	22	20	0	0	5
SRFA	1	0.236842105	662.111826	-0.133580154	29	26	18	0	0	7
SRFA	1	0.307314897	614.090696	-0.144957415	28	22	16	0	0	7
SRFA	1	0.023167691	582.245976	0.221526649	24	42	12	2	1	1
SRFA	1	0.546705747	536.189386	0.017107761	26	32	12	0	0	8
SRFA	1	0.20523767	374.100206	0.102248006	19	18	8	0	0	9
SRFA	1	0.094271696	758.205806	-0.01172373	36	38	18	0	0	6
SRFA	1	0.421849114	432.069296	0.079628431	20	16	11	0	0	9
SRFA	1	0.063535428	828.138536	0.015423748	37	32	22	0	0	3
SRFA	1	0.099703708	550.023106	0.012070402	22	14	17	0	0	7
SRFA	1	0.661367402	494.142446	0.039249816	23	26	12	0	0	8
SRFA	1	0.033414442	700.113316	-0.000604	50	20	3	0	1	2
SRFA	1	0.260410029	348.120956	0.151720254	18	20	7	0	0	9
SRFA	1	0.020201291	326.042726	0.224470581	17	10	7	0	0	8
SRFA	1	0.056781254	806.117696	-0.113870469	34	30	23	0	0	4
SRFA	1	0.315837263	420.032906	0.071215849	18	12	12	0	0	8
SRFA	1	0.189929272	624.168956	-0.127188318	28	32	16	0	0	7
SRFA	1	0.270198802	330.095106	0.071527871	14	18	9	0	0	9
SRFA	1	0.009672412	392.095416	-0.15400078	15	20	12	0	0	7
SRFA	1	0.047354881	824.179946	-0.058354975	39	36	20	0	0	5
SRFA	1	0.261214477	574.204946	-0.140892203	29	34	12	0	0	8
SRFA	1	0.023502214	756.139446	-0.112692177	53	24	4	0	1	2
SRFA	1	0.100309035	674.039136	-0.011021615	28	18	20	0	0	7
SRFA	1	0.007994198	364.025346	0.155684215	16	12	8	0	1	5
SRFA	1	0.054479419	726.033886	-0.23699858	31	18	21	0	0	4
SRFA	1	0.445042691	518.106036	-0.009837754	24	22	13	0	0	8
SRFA	1	0.463839684	576.075126	-0.015524017	25	20	16	0	0	7
SRFA	1	0.07424812	750.091546	-0.036002272	31	26	22	0	0	4
SRFA	1	0.236929718	486.116206	-0.011966275	24	22	11	0	0	9
SRFA	1	0.0215807	758.038636	0.189070838	27	22	22	2	1	1
SRFA	1	0.037627338	276.099826	0.189225038	15	16	5	0	0	8
SRFA	1	0.017157234	502.086116	0.282164743	22	18	12	2	0	4
SRFA	1	0.023906429	924.196646	-0.432967379	65	32	5	0	1	1
SRFA	1	0.098883331	760.184996	-0.109782488	35	36	19	0	0	5
SRFA	1	0.615617433	394.162786	0.045552246	20	26	8	0	0	9
SRFA	1	0.077661049	586.241406	-0.010932356	31	38	11	0	0	7
SRFA	1	0.038768797	476.152966	-0.053174089	20	28	13	0	0	7
SRFA	1	0.24125462	640.069966	-0.130584162	29	20	17	0	0	8
SRFA	1	0.023863618	503.033476	-0.255279233	21	13	14	1	0	5
SRFA	1	0.06538725	684.117636	0.354034142	28	28	20	0	0	5
SRFA	1	0.010027718	394.141526	-0.285727315	23	22	6	0	0	7
SRFA	1	0.031616382	495.137726	0.101834292	22	25	12	1	0	4
SRFA	1	0.17113228	696.059596	-0.40637756	31	20	19	0	0	7
SRFA	1	0.027132184	414.204256	0.041252594	24	30	6	0	0	8
SRFA	1	0.070428986	670.174556	0.061564558	29	34	18	0	0	7
SRFA	1	0.044770294	481.085656	0.033266425	20	19	13	1	0	6
SRFA	1	0.01463089	474.127476	0.06496776	22	22	10	2	0	6
SRFA	1	0.015119233	744.022976	0.179291506	26	20	22	2	1	1
SRFA	1	0.015560286	408.116946	0.160534868	18	20	9	2	0	7
SRFA	1	0.024762648	384.011776	0.076406511	18	8	10	0	0	7
SRFA	1	0.0094204	379.163206	0.273291286	19	25	7	1	0	6
SRFA	1	0.12084236	662.257336	-0.18191871	33	42	14	0	0	7
SRFA	1	0.712708678	340.115856	0.112247046	16	20	8	0	0	9
SRFA	1	0.012815407	536.204406	-0.423172576	30	32	9	0	0	5
SRFA	1	0.558525551	534.064566	-0.007918518	23	18	15	0	0	8
SRFA	1	0.010478477	319.069276	0.232131407	15	13	7	1	0	8
SRFA	1	0.017395183	890.139076	0.178375497	38	34	25	0	0	2
SRFA	1	0.018203613	483.991446	0.084259754	21	8	14	0	0	4
SRFA	1	0.238769593	602.163466	-0.149515879	29	30	14	0	0	8
SRFA	1	0.062181407	652.273016	-0.138823771	32	44	14	0	0	5
SRFA	1	0.261851663	568.070076	0.046503066	23	20	17	0	0	7
SRFA	1	0.007508965	296.068496	0.075634525	17	12	5	0	0	8
SRFA	1	0.059660539	702.288616	-0.200238188	36	46	14	0	0	5
SRFA	1	0.278960112	376.152216	0.033680514	20	24	7	0	0	9
SRFA	1	0.426755448	588.075086	-0.083225767	26	20	16	0	0	8
SRFA	1	0.158046069	502.132286	0.059974236	21	26	14	0	0	7
SRFA	1	0.215942398	584.116586	-0.033916174	28	24	14	0	0	8
SRFA	1	0.043710972	266.042696	0.162331087	12	10	7	0	0	8
SRFA	1	0.190885052	702.070326	-0.167471827	30	22	20	0	0	6
SRFA	1	0.03326311	660.038496	-0.383970028	31	16	17	0	0	5
SRFA	1	0.048303691	320.016856	0.074936678	14	8	9	0	0	9
SRFA	1	0.008899699	370.035676	-0.481145499	15	14	9	0	1	7
SRFA	1	0.012924924	820.351856	0.128097473	41	56	17	0	0	3
SRFA	1	0.036351472	756.299616	0.389608819	39	48	15	0	0	4
SRFA	1	0.478287881	448.173336	0.007231577	23	28	9	0	0	9
SRFA	1	0.210701542	636.205326	-0.149157821	30	36	15	0	0	7
SRFA	1	0.401076845	572.080176	-0.077441942	26	20	15	0	0	8
SRFA	1	0.010894888	347.027856	0.360011445	15	9	9	1	0	7
SRFA	1	0.095171722	346.032526	0.126886916	16	10	9	0	0	9
SRFA	1	0.032617959	848.237926	0.491570805	39	44	21	0	0	4
SRFA	1	0.132741812	474.064676	0.223115126	18	18	15	0	0	7
SRFA	1	0.389432267	540.184306	0.026903781	25	32	13	0	0	8
SRFA	1	0.013025479	442.235576	0.08352788	26	34	6	0	0	6
SRFA	1	0.278338856	558.137306	-0.063147544	27	26	13	0	0	8
SRFA	1	0.224385115	528.075206	0.134558486	21	20	16	0	0	8
SRFA	1	0.086677233	532.267196	-0.069895346	29	40	9	0	0	8
SRFA	1	0.367019243	460.136956	0.019013904	23	24	10	0	0	9
SRFA	1	0.012755173	354.204236	-0.008224069	19	30	6	0	0	8
SRFA	1	0.328565057	594.085726	0.044342085	25	22	17	0	0	7
SRFA	1	0.178213011	504.235936	0.00584052	27	36	9	0	0	9
SRFA	1	0.120969797	432.090406	0.034661728	17	20	13	0	0	8
SRFA	1	0.059819836	578.106096	0.094970457	29	22	13	0	0	7
SRFA	1	0.033628497	437.132216	0.045240317	20	23	10	1	0	8
SRFA	1	0.161271824	612.168986	-0.080675436	27	32	16	0	0	7
SRFA	1	0.075936664	614.221076	0.008190862	28	38	15	0	0	5
SRFA	1	0.012872654	290.100206	0.131854439	12	18	8	0	0	8
SRFA	1	0.107158787	598.023056	-0.072507238	26	14	17	0	0	7
SRFA	1	0.030511262	656.283316	0.059012623	35	44	12	0	0	5
SRFA	1	0.049776188	318.095116	0.105663364	13	18	9	0	0	9
SRFA	1	0.031011055	856.279296	0.369156421	42	48	19	0	0	2
SRFA	1	0.362511151	326.136586	0.100396586	16	22	7	0	0	9
SRFA	1	0.288422327	658.080626	0.017783535	29	22	18	0	0	7
SRFA	1	0.007203937	312.026986	-0.053646001	16	8	7	0	0	8
SRFA	1	0.021652383	448.246096	-0.017345383	25	36	7	0	0	7
SRFA	1	0.030959284	754.028696	-0.366974097	32	18	22	0	0	3
SRFA	1	0.017859134	424.082656	-0.349608733	19	20	9	0	1	6
SRFA	1	0.05302982	356.183516	0.035153227	18	28	7	0	0	9
SRFA	1	0.248805276	560.225726	-0.064857786	29	36	11	0	0	9
SRFA	1	0.031676118	424.115756	-0.145769166	23	20	8	0	0	8
SRFA	1	0.036506786	596.283376	0.16557396	30	44	12	0	0	6
SRFA	1	0.017594801	464.110746	0.029167607	25	20	9	0	0	7
SRFA	1	0.412546196	532.158076	-0.001275937	26	28	12	0	0	8
SRFA	1	0.053597314	447.080216	0.12382118	20	17	11	1	0	7
SRFA	1	0.061779183	372.178436	0.048044159	18	28	8	0	0	9
SRFA	1	0.219590289	676.127536	-0.042179912	30	28	18	0	0	7
SRFA	1	0.210653753	646.153236	-0.231079861	30	30	16	0	0	8
SRFA	1	0.01456294	270.255916	0.131353276	17	34	2	0	0	6
SRFA	1	0.04137678	264.099816	0.15995846	14	16	5	0	0	8
SRFA	1	0.112049191	450.225346	-0.049621818	24	34	8	0	0	9
SRFA	1	0.222831974	380.183516	0.032934095	20	28	7	0	0	9
SRFA	1	0.109819039	742.174376	-0.186938548	35	34	18	0	0	6
SRFA	1	0.014706058	354.110286	-0.148171353	20	18	6	0	0	9
SRFA	1	0.450841086	508.048936	0.031187941	21	16	15	0	0	8
SRFA	1	0.125605327	424.209746	0.065375679	22	32	8	0	0	9
SRFA	1	0.022190009	792.065876	0.156286243	32	24	24	0	0	2
SRFA	1	0.066611842	410.012156	0.037430598	16	10	13	0	0	8
SRFA	1	0.030746225	641.065426	0.198800302	28	19	17	1	0	1
SRFA	1	0.344144259	536.225776	0.025483669	27	36	11	0	0	9
SRFA	1	0.197814451	690.070276	-0.242840484	29	22	20	0	0	7
SRFA	1	0.019087211	336.193746	0.213570302	19	28	5	0	0	8
SRFA	1	0.030531174	384.157326	0.097119064	22	24	6	0	0	8
SRFA	1	0.218124761	618.194806	-0.081173442	30	34	14	0	0	7
SRFA	1	0.119137887	572.137796	0.106199941	24	28	16	0	0	7
SRFA	1	0.083186648	294.037606	0.131095476	13	10	8	0	0	9
SRFA	1	0.074407417	496.137006	0.118412856	26	24	10	0	0	9
SRFA	1	0.050546785	522.116236	0.046317273	27	22	11	0	0	7
SRFA	1	0.028703246	836.216706	0.390325854	41	40	19	0	0	3
SRFA	1	0.129428444	660.241746	-0.091486187	33	40	14	0	0	8
SRFA	1	0.049792118	493.122036	0.021284792	22	23	12	1	0	5
SRFA	1	0.415811775	364.152236	0.08971248	19	24	7	0	0	9
SRFA	1	0.012772098	321.048486	0.060738489	14	11	8	1	0	7
SRFA	1	0.018907007	321.084856	0.012432851	15	15	7	1	0	8
SRFA	1	0.012088617	341.111066	-0.002333551	15	19	8	1	0	8
SRFA	1	0.381801963	446.121326	0.064607985	22	22	10	0	0	9
SRFA	1	0.613387282	382.090026	0.075822445	17	18	10	0	0	9
SRFA	1	0.053081592	330.037606	0.116795781	16	10	8	0	0	9
SRFA	1	0.211673251	600.147836	-0.116569611	29	28	14	0	0	7
SRFA	1	0.03487997	816.080356	-0.001885844	30	28	23	2	1	1
SRFA	1	0.45018797	490.183926	0.058196523	25	30	10	0	0	9
SRFA	1	0.014858385	962.175896	-0.431015786	67	30	6	0	1	1
SRFA	1	0.412641774	382.053646	0.090246489	16	14	11	0	0	9
SRFA	1	0.00884295	384.015276	0.409861299	15	12	10	0	1	7
SRFA	1	0.255925832	376.043076	0.077632064	17	12	10	0	0	9
SRFA	1	0.05202227	600.241736	-0.117291078	28	40	14	0	0	6
SRFA	1	0.028283102	714.237376	0.365372926	32	42	18	0	0	4
SRFA	1	0.023845697	573.148376	0.236776384	27	27	13	1	0	2
SRFA	1	0.017966659	422.027476	0.187824264	21	10	10	0	0	7
SRFA	1	0.290317956	500.116646	0.080359253	21	24	14	0	0	7
SRFA	1	0.039011724	794.263316	-0.017406066	37	46	19	0	0	4
SRFA	1	0.049375956	445.064556	0.102079573	20	15	11	1	0	8
SRFA	1	0.208997069	556.121686	-0.009298324	27	24	13	0	0	7
SRFA	1	0.025191753	483.137786	0.228551778	21	25	12	1	0	5
SRFA	1	0.042950331	513.054366	0.050973156	23	15	13	1	0	3
SRFA	1	0.037291322	588.205576	0.263691822	26	36	15	0	0	7
SRFA	1	0.029042747	402.189016	0.0824662	19	30	9	0	0	8
SRFA	1	0.021266089	846.164266	-0.092205501	41	34	20	0	0	3
SRFA	1	0.101348445	496.027826	0.07111093	23	12	13	0	0	8
SRFA	1	0.275439658	514.168676	0.067306706	23	30	13	0	0	7
SRFA	1	0.035728224	642.252326	-0.070248091	30	42	15	0	0	5
SRFA	1	0.27074041	688.091026	-0.222370288	30	24	19	0	0	7
SRFA	1	0.013082229	832.059926	-0.273459871	47	16	14	2	0	1
SRFA	1	0.020919619	290.063806	0.081909565	11	14	9	0	0	8
SRFA	1	0.15336275	472.048966	0.097119162	18	16	15	0	0	8
SRFA	1	0.051819167	680.049716	0.011553567	27	20	21	0	0	6
SRFA	1	0.066024436	738.164326	-0.024413263	32	34	20	0	0	5
SRFA	1	0.062396457	500.241086	0.135104856	28	36	8	0	0	9
SRFA	1	0.007105124	337.152636	0.291666116	17	23	6	1	0	6
SRFA	1	0.235981904	594.231236	-0.009573714	29	38	13	0	0	8
SRFA	1	0.012714851	340.130996	-0.229038226	20	20	5	0	0	8
SRFA	1	0.214062699	642.049276	-0.059417558	28	18	18	0	0	8
SRFA	1	0.014444214	922.253756	-0.445743915	67	38	3	0	1	1
SRFA	1	0.230390595	498.079826	-0.00062	24	18	12	0	0	9
SRFA	1	0.033297956	364.006676	0.040386622	15	8	11	0	0	8
SRFA	1	0.033611571	662.018086	0.108756847	30	14	18	0	0	4
SRFA	1	0.088019307	668.028476	-0.153758415	29	16	19	0	0	6
SRFA	1	0.285762075	618.122036	-0.07953931	28	26	16	0	0	7
SRFA	1	0.098556773	706.080416	-0.280841949	33	22	18	0	0	6
SRFA	1	0.017743644	436.246086	-0.040745351	24	36	7	0	0	8
SRFA	1	0.072205142	806.096716	0.071498865	37	26	21	0	0	5
SRFA	1	0.168981776	652.069966	-0.12818103	30	20	17	0	0	8
SRFA	1	0.028510099	766.028626	-0.452605801	33	18	22	0	0	3
SRFA	1	0.574678221	448.064206	0.066430212	20	16	12	0	0	9
SRFA	1	0.140411941	414.095116	0.081167342	21	18	9	0	0	9
SRFA	1	0.037155919	650.199876	-0.100801311	34	34	13	0	0	5
SRFA	1	0.039978953	288.048176	0.152172462	11	12	9	0	0	8
SRFA	1	0.077449981	414.167886	0.07869997	23	26	7	0	0	9
SRFA	1	0.008756083	404.121766	-0.494511845	19	20	8	2	0	7
SRFA	1	0.033250167	252.099796	0.088238866	13	16	5	0	0	8
SRFA	1	0.115458137	604.251916	-0.10115483	31	40	12	0	0	7
SRFA	1	0.074025105	696.080936	-0.103854302	28	24	21	0	0	4
SRFA	1	0.176787307	486.189036	0.109354584	26	30	9	0	0	9
SRFA	1	0.170495094	612.038706	-0.070967734	27	16	17	0	0	8
SRFA	1	0.008983579	348.142016	-0.047713287	15	24	9	0	0	7
SRFA	1	0.05367298	376.100566	0.011318781	15	20	11	0	0	8
SRFA	1	0.021963011	796.133626	0.23630832	33	32	23	0	0	3
SRFA	1	0.322288773	500.153036	0.089334657	22	28	13	0	0	7
SRFA	1	0.075884892	404.131926	0.158633842	17	24	11	0	0	8
SRFA	1	0.120420224	558.122196	0.198585544	23	26	16	0	0	7
SRFA	1	0.147317446	470.121356	0.125123012	24	22	10	0	0	9
SRFA	1	0.103040971	496.100556	-0.011576282	25	20	11	0	0	9
SRFA	1	0.031934975	860.091496	0.04920058	49	20	14	2	0	1
SRFA	1	0.046562381	818.263376	0.056430486	39	46	19	0	0	4
SRFA	1	0.043136509	360.011816	0.192607567	16	8	10	0	0	8
SRFA	1	0.194493118	388.064226	0.128239082	15	16	12	0	0	9
SRFA	1	0.023344909	908.092286	0.351286984	40	28	25	0	0	2
SRFA	1	0.008813766	248.032046	-0.1697321	12	8	6	0	0	8
SRFA	2	0.001941839	406.308336	0.0638013	25	42	4	0	0	1
SRFA	2	0.001498296	187.084516	0.309945479	8	13	4	1	0	1
SRFA	2	0.003552048	426.298146	0.015582991	24	42	6	0	0	1
SRFA	2	0.034731525	518.215186	-0.022425047	27	34	10	0	0	9
SRFA	2	0.006019459	343.090366	0.100958824	14	17	9	1	0	7
SRFA	2	0.00662641	371.085236	-0.026953376	15	17	10	1	0	8
SRFA	2	0.002980317	434.153776	0.267220986	17	26	11	2	0	1
SRFA	2	0.078335774	254.079016	-0.087850624	12	14	6	0	0	8
SRFA	2	0.039515183	522.137336	-0.01004525	24	26	13	0	0	8
SRFA	2	0.007080292	428.313776	-0.031357852	24	44	6	0	0	1
SRFA	2	0.004077056	436.134606	0.367200854	25	24	5	0	1	2
SRFA	2	0.002078779	354.222926	0.166728339	20	34	3	0	1	4
SRFA	2	0.008001261	362.157676	-0.018458811	16	26	9	0	0	5
SRFA	2	0.00313889	730.101626	-0.161244676	32	26	20	0	0	5
SRFA	2	0.072521634	348.048136	0.011012844	16	12	9	0	0	9
SRFA	2	0.002310688	732.299496	0.238510338	37	48	15	0	0	4
SRFA	2	0.001934171	420.235986	0.125988734	20	36	9	0	0	1
SRFA	2	0.001380985	272.047376	0.116968597	18	8	3	0	0	3
SRFA	2	0.001242952	191.079316	-0.296494677	7	13	5	1	0	1
SRFA	2	0.004296718	512.262136	-0.023119023	26	40	10	0	0	6
SRFA	2	0.03861302	462.043406	-0.075319763	20	14	13	0	0	8
SRFA	2	0.019599772	538.241386	-0.049065346	27	38	11	0	0	9
SRFA	2	0.071688924	418.053566	-0.10888796	19	14	11	0	0	9
SRFA	2	0.006073769	381.142326	-0.107424438	18	23	8	1	0	7
SRFA	2	0.011002562	616.179246	0.064742525	30	32	14	0	0	7
SRFA	2	0.01451907	474.100966	0.021647288	19	22	14	0	0	8
SRFA	2	0.002106643	472.376596	0.43667066	27	52	6	0	0	1
SRFA	2	0.004236234	406.074696	-0.110691458	15	18	13	0	0	7
SRFA	2	0.002385438	533.129506	-0.354180359	32	23	5	1	1	3
SRFA	2	0.048975995	238.011366	0.056026736	10	6	7	0	0	8
SRFA	2	0.00796141	375.058986	-0.120551704	17	13	9	1	0	7
SRFA	2	0.006238212	312.193706	0.10186304	17	28	5	0	0	7
SRFA	2	0.002193312	414.261696	-0.139643613	22	38	7	0	0	1
SRFA	2	0.005791822	462.101076	0.260252586	18	22	14	0	0	8
SRFA	2	0.00433605	532.179216	0.018589602	23	32	14	0	0	7
SRFA	2	0.03149929	532.121706	0.027867685	25	24	13	0	0	9
SRFA	2	0.003366203	457.122046	0.044837041	19	23	12	1	0	5
SRFA	2	0.007821591	638.184706	0.032183472	29	34	16	0	0	7
SRFA	2	0.013710069	332.147136	0.054280161	15	24	8	0	0	8
SRFA	2	0.007863046	461.072016	-0.355449896	28	15	4	1	1	4
SRFA	2	0.013498455	472.027776	-0.031199435	21	12	13	0	0	8
SRFA	2	0.003267842	404.277436	0.079344027	21	40	7	0	0	1
SRFA	2	0.005564145	358.177996	-0.078522411	21	26	5	0	0	8
SRFA	2	0.004698912	434.339636	0.059342961	27	46	4	0	0	1
SRFA	2	0.072615398	256.058316	0.051210991	11	12	7	0	0	8
SRFA	2	0.002881387	540.017666	0.085169436	24	12	15	0	0	8
SRFA	2	0.074768525	494.178796	-0.032605608	24	30	11	0	0	9
SRFA	2	0.038949377	488.168246	-0.002865815	25	28	10	0	0	9
SRFA	2	0.009363274	634.153386	0.001083334	29	30	16	0	0	7
SRFA	2	0.007465217	478.256626	-0.088841425	26	38	8	0	0	8
SRFA	2	0.001748442	493.043586	0.415500791	27	11	9	1	0	1
SRFA	2	0.007983804	426.022336	0.057806828	20	10	11	0	0	7
SRFA	2	0.003815157	344.071786	-0.17308888	18	16	5	0	1	2
SRFA	2	0.001627677	345.121156	-0.236195315	18	19	6	1	0	5
SRFA	2	0.004683608	410.096106	-0.095219144	17	18	10	2	0	6
SRFA	2	0.002245903	668.246926	0.051234055	35	40	13	0	0	6
SRFA	2	0.002355067	210.162026	0.218607523	13	22	2	0	0	4
SRFA	2	0.002214455	706.101976	0.328953902	30	26	20	0	0	6
SRFA	2	0.121168563	440.131846	-0.03610509	20	24	11	0	0	9
SRFA	2	0.001882745	400.119166	-0.059409801	18	24	8	0	1	6
SRFA	2	0.052153786	306.110356	0.057270196	16	18	6	0	0	9
SRFA	2	0.001422464	233.126436	0.485247413	10	19	5	1	0	1
SRFA	2	0.004842163	668.231626	-0.014490485	31	40	16	0	0	7
SRFA	2	0.002273594	464.313846	0.121833541	27	44	6	0	0	1
SRFA	2	0.008671791	586.189776	0.008835023	26	34	15	0	0	7
SRFA	2	0.001799875	401.147306	-0.364713904	21	23	7	1	0	5
SRFA	2	0.003075146	666.158606	0.203145315	33	30	15	0	0	5
SRFA	2	0.002087744	750.164406	0.082620556	33	34	20	0	0	6
SRFA	2	0.001695446	336.042216	-0.127421491	22	8	4	0	0	1
SRFA	2	0.001736862	416.350156	-0.045488154	24	48	5	0	0	1
SRFA	2	0.001623408	267.985646	0.425877287	10	4	9	0	0	4
SRFA	2	0.006083948	572.101466	0.203231432	23	24	17	0	0	8
SRFA	2	0.006409599	640.236786	0.101457775	30	40	15	0	0	8
SRFA	2	0.006391069	674.111996	0.120981381	30	26	18	0	0	7
SRFA	2	0.003254253	264.084536	0.069390659	10	16	8	0	0	1
SRFA	2	0.002472623	740.231696	0.081483947	37	40	16	0	0	5
SRFA	2	0.014144433	262.068906	0.146522533	10	14	8	0	0	7
SRFA	2	0.0021524	350.079146	0.307584731	20	14	6	0	0	7
SRFA	2	0.002549878	748.221336	-0.172359426	35	40	18	0	0	5
SRFA	2	0.01246403	510.079766	-0.118234449	25	18	12	0	0	9
SRFA	2	0.001473157	276.193786	0.404791873	14	28	5	0	0	1
SRFA	2	0.043913874	426.265076	-0.116821675	20	42	7	0	1	2
SRFA	2	0.05961824	334.032496	0.041633674	15	10	9	0	0	9
SRFA	2	0.015786682	514.205026	-0.001752219	24	34	12	0	0	9
SRFA	2	0.002098458	217.988576	0.303570954	7	6	6	0	1	3
SRFA	2	0.003510503	547.096396	0.349645878	24	21	14	1	0	3
SRFA	2	0.043893127	254.006286	0.073600541	10	6	8	0	0	8
SRFA	2	0.001486905	290.032646	-0.381905284	16	6	4	2	0	1
SRFA	2	0.001736763	590.382056	0.316606845	34	54	8	0	0	1
SRFA	2	0.062053003	464.095506	0.063816606	21	20	12	0	0	9
SRFA	2	0.003528284	566.033246	-0.042543437	26	14	15	0	0	8
SRFA	2	0.030924071	406.199166	0.030642604	22	30	7	0	0	8
SRFA	2	0.044682504	240.099806	0.134298318	12	16	5	0	0	7
SRFA	2	0.002987374	436.115796	-0.050039462	24	20	8	0	0	7
SRFA	2	0.0524373	182.021566	0.23412061	8	6	5	0	0	4
SRFA	2	0.002361413	470.396926	-0.423389246	28	54	5	0	0	1
SRFA	2	0.001226549	239.990616	-0.005129367	9	4	8	0	0	3
SRFA	2	0.00516487	406.111076	-0.124244334	16	22	12	0	0	7
SRFA	2	0.002750916	511.096246	0.080787132	21	21	14	1	0	3
SRFA	2	0.006743571	400.209726	0.019322369	20	32	8	0	0	8
SRFA	2	0.008434705	570.558666	-0.079327513	36	74	4	0	0	1
SRFA	2	0.036749193	548.189326	-0.092717967	27	32	12	0	0	8
SRFA	2	0.105880793	296.053196	-0.072713283	13	12	8	0	0	9
SRFA	2	0.01158862	484.048926	0.012075226	19	16	15	0	0	8
SRFA	2	0.003470373	515.046276	-0.161333076	30	13	6	1	1	5
SRFA	2	0.002445408	534.043536	0.178260748	26	14	13	0	0	7
SRFA	2	0.003137547	368.121996	0.081921212	16	20	8	2	0	5
SRFA	2	0.009800622	598.059466	-0.031550374	27	18	16	0	0	8
SRFA	2	0.0025034	404.313756	-0.082685784	22	44	6	0	0	2
SRFA	2	0.08384077	334.068826	-0.124528231	16	14	8	0	0	9
SRFA	2	0.004114507	600.038736	-0.022390221	26	16	17	0	0	8
SRFA	2	0.002867766	378.116136	-0.200512469	15	22	11	0	0	6
SRFA	2	0.003127226	486.246516	0.037493328	24	38	10	0	0	5
SRFA	2	0.015463176	512.225776	0.026677689	25	36	11	0	0	9
SRFA	2	0.005351055	387.058996	-0.090978379	18	13	9	1	0	7
SRFA	2	0.006370197	612.184346	0.089079377	31	32	13	0	0	5
SRFA	2	0.075431112	376.115826	0.021740643	19	20	8	0	0	9
SRFA	2	0.003794689	622.132266	0.016258601	31	26	14	0	0	6
SRFA	2	0.001842749	439.142096	0.28020543	27	21	5	1	0	1
SRFA	2	0.00297509	400.082856	0.129315713	17	20	9	0	1	7
SRFA	2	0.01563336	218.151806	-0.015296687	11	22	4	0	0	1
SRFA	2	0.025255231	472.136946	-0.002649655	24	24	10	0	0	9
SRFA	2	0.054226569	266.079076	0.141608279	13	14	6	0	0	8
SRFA	2	0.003798681	680.101216	-0.196633967	32	24	17	0	0	6
SRFA	2	0.002588844	455.048866	0.012099799	21	13	11	1	0	8
SRFA	2	0.002228551	742.101806	0.083917058	33	26	20	0	0	5
SRFA	2	0.002615256	576.054086	0.139717783	28	16	14	0	0	7
SRFA	2	0.002771113	451.184456	0.496900984	22	29	9	1	0	4
SRFA	2	0.007699277	313.079786	0.06181172	13	15	8	1	0	8
SRFA	2	0.003366544	401.111006	-0.151569015	20	19	8	1	0	6
SRFA	2	0.003035798	547.072596	0.040429735	31	17	7	1	1	6
SRFA	2	0.016739108	412.043036	-0.026227843	20	12	10	0	0	9
SRFA	2	0.00195573	748.294576	0.45439458	37	48	16	0	0	5
SRFA	2	0.001849034	299.027876	0.484683909	11	9	9	1	0	1
SRFA	2	0.002878082	630.304116	0.163881208	34	46	11	0	0	4
SRFA	2	0.004242353	200.014416	0.426874231	8	8	4	0	1	3
SRFA	2	0.012392168	542.090816	0.05715463	22	22	16	0	0	7
SRFA	2	0.009511455	632.210596	0.14195428	31	36	14	0	0	7
SRFA	2	0.083666493	346.271876	-0.140262619	19	38	5	0	0	1
SRFA	2	0.002433948	684.060196	0.463609784	30	20	19	0	0	8
SRFA	2	0.004716874	308.202076	-0.180099371	15	32	4	0	1	3
SRFA	2	0.003710859	640.091306	0.198392009	26	24	19	0	0	7
SRFA	2	0.006829445	634.080726	0.176165266	27	22	18	0	0	7
SRFA	2	0.005325883	328.006636	-0.077129537	12	8	11	0	0	6
SRFA	2	0.145938705	352.152156	-0.13440497	18	24	7	0	0	9
SRFA	2	0.002629001	458.251656	0.159019611	23	38	9	0	0	3
SRFA	2	0.014911694	582.122106	0.03579146	25	26	16	0	0	7
SRFA	2	0.005567296	650.111836	-0.120663854	28	26	18	0	0	7
